"TERM : 1212","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2020-2021","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"ATMOSPHERIC & OCEANIC SCIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","",""
"Dept. Total
640
ATM OCN","666","3.314","39.5","20.6","16.4","5.7","5.3","1.5","2.7","4.7","0.2",".","",".","2.7","0.5","0.3","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","",""
"Freshmen","116","3.159","32.8","25.9","19.8","6.0","9.5","1.7","4.3",".",".",".","",".",".",".",".",".","."
"Sophomore","152","3.295","40.1","22.4","19.7","9.9","2.6","2.6","2.6",".",".",".","",".",".",".",".",".","."
"Junior","109","3.342","41.3","21.1","18.3","4.6","9.2","0.9","1.8",".","0.9",".","",".",".","1.8",".",".","."
"Senior","140","3.176","37.1","20.7","21.4","6.4","5.0","2.1","5.0","0.7",".",".","",".",".","0.7","0.7",".","."
"Undergraduates","517","3.242","37.9","22.4","19.9","7.0","6.2","1.9","3.5","0.2","0.2",".","",".",".","0.6","0.2",".","."
"Special","16","4.000","18.8",".",".",".",".",".",".","75.0",".",".","",".",".",".",".","6.3","."
"Graduate","133","3.715","48.1","15.8","4.5","1.5","2.3",".",".","13.5",".",".","",".","13.5",".","0.8",".","."
"Dept. Total","666","3.314","39.5","20.6","16.4","5.7","5.3","1.5","2.7","4.7","0.2",".","",".","2.7","0.5","0.3","0.2","."
