"Social Studies Topics in EAS","301
001","","3","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Peoples Replc China 1949 on","342
001","","6","3.667","83.3",".",".",".","16.7","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Japan, US-Crisis in Asia","456
001","","2","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"298
E A STDS","Dept. Total","","27","3.665","55.6","33.3","3.7","3.7","3.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","5","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","7","3.500","42.9","28.6","14.3","14.3",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","11","3.675","63.6","27.3",".",".","9.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","25","3.637","52.0","36.0","4.0","4.0","4.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","27","3.665","55.6","33.3","3.7","3.7","3.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
