"Where Science Meets Society","201
001","","36","3.647","55.6","22.2","13.9",".","","",".","2.8","",".",".","",".","",".",".","",".","","2.8",".",".","2.8"
"Sci Studies and Sci Education","734
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Current Topics-Sci & Tech St","902
001","","8","",".",".",".",".","","",".",".","",".",".","",".","","100.0",".","",".","",".",".",".","."
"875
STS","Dept. Total","","45","3.657","46.7","17.8","11.1","",".","",".","2.2","",".","",".","",".","17.8","",".","",".","2.2",".",".","2.2"
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","12","3.273","25.0","33.3","25.0","",".","",".","8.3","",".","",".","",".",".","",".","",".","8.3",".",".","."
"Sophomore","","","7","3.917","71.4","14.3",".","",".","",".",".","",".","",".","",".",".","",".","",".",".",".",".","14.3"
"Senior","","","17","3.794","70.6","17.6","11.8","",".","",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","36","3.647","55.6","22.2","13.9","",".","",".","2.8","",".","",".","",".",".","",".","",".","2.8",".",".","2.8"
"Special","","","1","***","","","","","","","","","","","","","","","100.0","",".","",".",".",".",".","."
"Graduate","","","8","4.000","12.5",".",".","",".","",".",".","",".","",".","",".","87.5","",".","",".",".",".",".","."
"","Dept. Total","","45","3.657","46.7","17.8","11.1","",".","",".","2.2","",".","",".","",".","17.8","",".","",".","2.2",".",".","2.2"
