"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","110
001","23","3.826","91.3",".","4.3",".",".","4.3",".",".",".",".",".",".",".",".",".","."
"","110
002","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
003","22","3.682","68.2","13.6","9.1","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","110
004","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
005","32","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
006","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
007","27","3.926","96.3",".",".",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"","110
008","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
009","26","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
010","27","3.907","85.2","11.1","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
011","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
012","21","3.714","71.4","19.0","4.8",".",".","4.8",".",".",".",".",".",".",".",".",".","."
"","110
013","30","3.933","93.3","3.3",".","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"","110
014","23","3.891","87.0","4.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
015","23","3.717","73.9","21.7",".",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"","110
016","27","3.889","85.2","7.4","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
018","27","3.593","74.1","7.4","3.7",".","11.1","3.7",".",".",".",".",".",".",".",".",".","."
"","110
019","32","3.688","68.8","12.5","9.4","6.3","3.1",".",".",".",".",".",".",".",".",".",".","."
"","110
020","18","3.472","61.1","22.2",".","5.6","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"","110
021","26","3.635","65.4","19.2",".","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","110
022","24","3.896","91.7","4.2",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","110
023","24","3.771","70.8","12.5","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
024","28","3.714","67.9","17.9","7.1","3.6","3.6",".",".",".",".",".",".",".",".",".",".","."
"Pers & Prof Foundation in Bus","Course Total","579","3.832","83.4","8.8","3.6","1.4","1.9","0.5","0.3",".",".",".",".",".",".",".",".","."
"","120
001","26","3.981","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
002","30","3.950","96.7",".",".","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"","120
003","32","3.984","96.9","3.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
004","27","3.852","85.2","7.4",".","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"","120
005","30","3.983","96.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
006","31","3.871","80.6","12.9","6.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
007","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
009","30","3.833","80.0","13.3","3.3",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"","120
010","25","3.780","80.0","8.0","4.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","120
011","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
012","30","3.867","90.0","3.3",".","3.3","3.3",".",".",".",".",".",".",".",".",".",".","."
"","120
013","24","3.938","95.8",".",".","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","120
015","22","3.795","81.8","9.1",".","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","120
016","31","3.855","80.6","9.7","9.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
017","27","3.833","77.8","14.8","3.7","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","120
018","30","3.883","90.0","3.3","3.3",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"","120
019","28","3.875","78.6","17.9","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pers & Prof Foundation in Bus","Course Total","477","3.898","88.3","6.9","2.1","1.7","1.0",".",".",".",".",".",".",".",".",".",".","."
"Business Law","301
001","408","3.042","16.7","13.0","42.9","18.4","8.1","0.5","0.2",".",".",".",".",".",".",".","0.2","."
"","302
001","40","3.825","67.5","30.0","2.5",".",".",".",".",".",".",".",".",".",".",".",".","."
