"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Applied Communications Sys","447
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Mobile Computing Laboratory","454
001","","31","3.952","90.3","9.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Medical Instrumentation","462
001","","6","2.333","16.7",".",".","66.7",".",".","16.7",".",".",".",".",".",".",".",".","."
"Honors in Research","489
031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Software Engineering","506
001","","17","3.471","47.1","23.5","11.8","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Optimization","524
001","","11","3.227","36.4","9.1","27.3","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Plasmas","525
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","532
001","","26","3.635","61.5","19.2","7.7","7.7","3.8",".",".",".",".",".",".",".",".",".",".","."
"","532
002","","19","3.684","52.6","31.6","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","532
004","","10","3.444","40.0","30.0",".","10.0","10.0",".",".","10.0",".",".",".",".",".",".",".","."
"Mtrx Mthds in Machine Learning","Course Total","","55","3.620","54.5","25.5","9.1","5.5","3.6",".",".","1.8",".",".",".",".",".",".",".","."
"Image Processing","533
001","","41","3.780","85.4","4.9","4.9",".","2.4",".","2.4",".",".",".",".",".",".",".",".","."
"Integrated Optics&Optoelect","536
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Communication Networks","537
001","","23","3.761","60.9","30.4","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","539
001","","26","3.538","34.6","38.5","26.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","539
002","","12","3.375","16.7","41.7","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Artificl Neural Ntwrks","Course Total","","38","3.487","28.9","39.5","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Microelectromech Sys","542
001","","22","3.614","59.1","31.8","4.5",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"Integrated Circuit Design","548
001","","11","3.591","54.5","9.1","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Sys Design & Synthesis","551
001","","59","3.314","33.9","27.1","22.0","8.5","5.1","3.4",".",".",".",".",".",".",".",".",".","."
"","552
001","","49","3.735","77.6","8.2",".","12.2","2.0",".",".",".",".",".",".",".",".",".",".","."
"","552
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Computer Architecture","Course Total","","54","3.741","75.9","11.1",".","11.1","1.9",".",".",".",".",".",".",".",".",".",".","."
"Digital Circuits&Components","555
001","","36","3.514","50.0","22.2","16.7","5.6",".",".","2.8",".",".",".",".",".",".","2.8",".","."
"","601
001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
002","","23","3.761","56.5","39.1","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Elec&Computer Engr","Course Total","","30","3.800","63.3","33.3","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","610
001","","67","3.848","86.6","7.5",".","1.5","1.5",".","1.5","1.5",".",".",".",".",".",".",".","."
"","610
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Seminar in ECE","Course Total","","72","3.859","87.5","6.9",".","1.4","1.4",".","1.4","1.4",".",".",".",".",".",".",".","."
"","699
005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
100","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
113","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","14","4.000","92.9",".",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
