"990","070
1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","083
6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","085
1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total
24","",".",".",".",".",".",".",".","91.7",".",".",".","4.2",".",".","4.2","."
"362
M&ENVTOX","Dept. Total
72","3.559","51.4","4.2","6.9",".",".","2.8",".","30.6",".",".",".","1.4",".",".","2.8","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","",""
"Senior","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Special","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","66","3.583","53.0","3.0","4.5",".",".","3.0",".","31.8",".",".",".","1.5",".",".","3.0","."
"Prof Yr 4","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
72","3.559","51.4","4.2","6.9",".",".","2.8",".","30.6",".",".",".","1.4",".",".","2.8","."
