"EGR","","","","","","","","","","","","","","","","","","",""
"ELECTRICAL AND COMPUTER E Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","",""
"Dept. Total
320
E C E","3171","3.540","51.8","19.4","11.5","5.6","2.6","0.8","0.5","5.7","0.0","0.3","",".","1.7","0.1","0.0",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","",""
"Freshmen","72","3.563","63.9","12.5","8.3","4.2","6.9","2.8",".",".",".",".","",".",".","1.4",".",".","."
"Sophomore","217","3.570","59.9","19.4","10.6","6.5","1.8","0.9","0.9",".",".",".","",".",".",".",".",".","."
"Junior","733","3.443","50.3","22.8","15.1","7.1","2.7","0.7","1.0",".",".",".","",".",".","0.1","0.1",".","."
"Senior","1495","3.543","56.2","20.5","11.8","6.9","3.1","1.1","0.3","0.1",".",".","",".",".",".",".",".","."
"Undergraduates","2517","3.517","55.0","20.9","12.6","6.8","3.0","1.0","0.5","0.1",".",".","",".",".","0.1","0.0",".","."
"Special","25","3.659","40.0","28.0","16.0",".",".",".",".","16.0",".",".","",".",".",".",".",".","."
"Graduate","631","3.680","39.3","13.3","7.0","0.6","1.0","0.2","0.3","27.9","0.2","1.6","",".","8.7",".",".",".","."
"Dept. Total","3173","3.540","51.8","19.4","11.5","5.5","2.6","0.8","0.5","5.7","0.0","0.3","",".","1.7","0.1","0.0",".","."
