"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","15258","3.459","45.4","24.6","18.2","6.1","3.8","0.6","0.3","0.2","",".","0.4","",".","0.1","0.1","0.0","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","345","3.745","77.1","10.7","5.5","2.3","2.9","0.9","0.6",".","",".",".","",".",".",".",".",".","."
"Sophomore","","2144","3.335","44.8","19.4","19.6","9.0","5.3","0.7","0.3",".","",".","0.9","",".",".",".","0.0",".","."
"Junior","","4289","3.351","37.9","24.3","21.1","9.1","5.5","1.0","0.3","0.0","",".","0.6","",".",".","0.1",".",".","."
"Senior","","5388","3.447","40.7","27.2","20.9","5.9","4.0","0.6","0.3","0.1","",".","0.3","",".",".","0.0","0.1",".","."
"Undergraduates","","12166","3.398","41.5","24.3","20.3","7.5","4.7","0.8","0.3","0.0","",".","0.5","",".",".","0.0","0.0",".","."
"Special","","38","3.266","34.2","10.5","23.7","2.6","7.9",".","2.6","7.9","",".","2.6","",".",".","2.6",".","5.3","."
"Graduate","","3014","3.739","61.0","26.2","9.9","0.8","0.2",".","0.2","0.8","",".","0.2","",".","0.6","0.2","0.0",".","."
"Prof Yr 2","","25","3.864","92.0",".","4.0",".","4.0",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","15","3.833","66.7","33.3",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","40","3.851","82.5","12.5","2.5",".","2.5",".",".",".","",".",".","",".",".",".",".",".","."
"","College Total","15258","3.459","45.4","24.6","18.2","6.1","3.8","0.6","0.3","0.2","",".","0.4","",".","0.1","0.1","0.0","0.0","."
