"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","14585","3.778","75.9","7.8","4.7","1.8","1.8","0.7","0.6","2.5","0.0","2.8","",".","0.4","0.8","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","1701","3.768","78.3","9.8","5.9","1.9","1.9","0.5","0.9",".",".",".","",".",".","0.6",".",".","0.1"
"Sophomore","","2138","3.725","77.9","8.7","5.1","2.7","2.9","1.1","1.0",".",".","0.0","",".",".","0.4","0.1","0.0","0.0"
"Junior","","2785","3.717","76.7","8.3","5.8","2.4","2.7","1.0","0.8",".",".","1.9","",".",".","0.4","0.0","0.0","0.0"
"Senior","","4492","3.756","76.4","9.5","5.7","2.1","1.9","0.7","0.6","0.1",".","2.3","",".","0.0","0.5",".","0.1","0.0"
"Undergraduates","","11116","3.741","77.0","9.1","5.7","2.2","2.3","0.8","0.7","0.0",".","1.4","",".","0.0","0.5","0.0","0.1","0.0"
"Special","","200","3.793","46.5","7.0","3.0","1.5",".","1.0",".","36.0",".",".","",".",".","0.5","2.0","2.5","."
"Graduate","","3217","3.950","74.2","3.4","1.1","0.3","0.1","0.1",".","8.9","0.2","8.0","",".","1.8","1.8","0.0","0.1","."
"Prof Yr 1","","36","3.162","44.4","11.1","27.8","2.8","5.6","8.3",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","15","3.952","66.7","6.7",".",".",".",".",".","13.3",".",".","",".",".","13.3",".",".","."
"Prof Yr 4","","5","***","","","","","","","","","","20.0","",".",".",".",".",".","."
"Professionals","","57","3.345","54.4","8.8","17.5","1.8","3.5","5.3",".","3.5",".","1.8","",".",".","3.5",".",".","."
"","College Total","14590","3.778","75.9","7.8","4.7","1.8","1.8","0.7","0.6","2.5","0.0","2.9","",".","0.4","0.8","0.1","0.1","0.0"
