"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"699","084","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","37","4.000","97.3",".",".",".",".",".",".",".",".",".",".",".",".",".","2.7","."
"Professional Responsibility
701","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chemical Biology
704","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"From Atoms to Molecules
719","001","","17","3.882","88.2",".","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biochemical Communication
721","001","","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"729","001","","20","4.000","30.0",".",".",".",".",".",".","70.0",".",".",".",".",".",".",".","."
"729","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"729","007","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"729","008","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics","Course Total","","54","4.000","74.1",".",".",".",".",".",".","25.9",".",".",".",".",".",".",".","."
"Prac Nuc Mag Resonance Thry
800","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Regul Mechanisms-Plant Dev
840","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topic-Macromoleculr/Biophys
872","001","","12","3.808","83.3","8.3",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Smr-Nutr&Metabolism (Adv)
901","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Molecular Virolgy (Adv)
910","001","","9","4.000","55.6",".",".",".",".",".",".","44.4",".",".",".",".",".",".",".","."
"Smr-Molecular Biosci (Adv)
914","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Reg Gene Expression Adv Sem
917","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Synthetic Biology Seminar
919","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biotechnol Traing Prgm Smr
932","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","074","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","075","","13","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"990","077","","9","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"990","078","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","079","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","080","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","081","","8","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","","","Page 14 of 450"
