"BUS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Contemporary Topics","365
001","","37","3.459","29.7","37.8","29.7",".","2.7","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","422
002","","18","3.389","27.8","33.3","27.8","11.1",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","422
003","","7","3.357","14.3","57.1","14.3","14.3",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Computer-Based Data Mgt","Course Total","","25","3.380","24.0","40.0","24.0","12.0",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Computer-Based Data Mgt","722
002","","1","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"234
INFO SYS","Dept. Total","","63","3.429","27.0","39.7","27.0","4.8","1.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","26","3.385","23.1","34.6","38.5","3.8",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","36","3.458","30.6","41.7","19.4","5.6","2.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","62","3.427","27.4","38.7","27.4","4.8","1.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","63","3.429","27.0","39.7","27.0","4.8","1.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
