"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","","",""
"","999
097","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","138","3.972","95.7","2.9","0.7",".",".",".",".",".","",".",".","",".","",".","0.7",".",".","."
"168
ART","Dept. Total","2136","3.843","86.3","5.8","3.7","1.1","1.0","0.3","0.8","0.5","",".",".","",".","",".","0.3",".","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","236","3.816","84.7","3.4","5.9","2.1","1.7","0.4","0.8",".","",".",".","",".","",".","0.8",".",".","."
"Sophomore","","438","3.880","90.9","3.0","2.7","1.1","0.9","0.5","0.7",".","",".",".","",".","",".",".",".",".","0.2"
"Junior","","467","3.837","86.3","7.3","2.4","1.1","1.1","0.4","1.3",".","",".",".","",".","",".",".",".","0.2","."
"Senior","","650","3.790","80.5","8.8","6.0","1.2","1.4","0.2","1.1","0.5","",".",".","",".","",".","0.5",".",".","."
"Undergraduates","","1791","3.827","85.1","6.3","4.2","1.3","1.2","0.3","1.0","0.2","",".",".","",".","",".","0.3",".","0.1","0.1"
"Special","","26","3.968","65.4","3.8",".",".",".",".",".","30.8","",".",".","",".","",".",".",".",".","."
"Graduate","","319","3.960","94.7","3.4","1.3",".",".",".",".",".","",".",".","",".","",".","0.6",".",".","."
"","Dept. Total","2136","3.843","86.3","5.8","3.7","1.1","1.0","0.3","0.8","0.5","",".",".","",".","",".","0.3",".","0.0","0.0"
