"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"Prof Exp Bus-Extended Intrnshp","451
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","656
001","24","3.500","37.5","33.3","12.5","12.5",".",".",".",".",".",".",".",".","4.2",".",".","."
"","656
010","28","3.704","60.7","14.3","21.4",".",".",".",".",".",".",".",".",".","3.6",".",".","."
"","656
022","13","3.808","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Machine Learning-BusAnalytics","Course Total","65","3.651","52.3","26.2","13.8","4.6",".",".",".",".",".",".",".",".","3.1",".",".","."
"","704
020","51","3.588","43.1","43.1","11.8",".",".",".","2.0",".",".",".",".",".",".",".",".","."
"","704
021","39","3.667","46.2","41.0","12.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","704
022","19","3.778","68.4","21.1",".",".","5.3",".",".",".",".",".",".",".",".","5.3",".","."
"Data to Decisions","Course Total","109","3.648","48.6","38.5","10.1",".","0.9",".","0.9",".",".",".",".",".",".","0.9",".","."
"","705
010","27","3.593","48.1","22.2","29.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","705
022","14","3.714","64.3","14.3","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stats and Progrmg-BusAnalytics","Course Total","41","3.634","53.7","19.5","26.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","720
010","39","3.833","69.2","28.2","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","720
011","35","3.871","77.1","20.0","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Business Data Visualization","Course Total","74","3.851","73.0","24.3","2.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","730
010","37","3.689","64.9","24.3","8.1",".",".",".","2.7",".",".",".",".",".",".",".",".","."
"","730
022","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prescriptive Modeling & Opt","Course Total","51","3.735","68.6","21.6","7.8",".",".",".","2.0",".",".",".",".",".",".",".",".","."
"","740
010","34","3.826","67.6","29.4","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","740
022","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Expmnts CausMthds-","Course Total","48","3.804","64.6","31.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","750
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","760
010","38","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","760
022","16","3.656","75.0","18.8",".",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"Business Data Technology","Course Total","54","3.722","57.4","40.7",".",".",".",".","1.9",".",".",".",".",".",".",".",".","."
"Contemporary Topics","765
042","42","3.762","52.4","47.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
