"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","100
046","16","3.767","68.8","6.3","18.8",".",".",".",".",".",".",".",".",".",".","6.3",".","."
"","100
047","16","3.719","56.3","37.5",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
048","17","3.647","82.4",".","11.8",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","100
049","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
050","17","3.906","82.4","5.9","5.9",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"","100
051","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
052","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
053","16","3.750","93.8",".",".",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","100
054","17","3.882","88.2",".","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
055","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
056","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
057","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
058","17","3.735","76.5","11.8",".","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","100
059","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
060","16","3.900","81.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","6.3",".","."
"","100
061","17","3.875","76.5","11.8","5.9",".",".",".",".",".",".",".",".",".",".","5.9",".","."
"","100
062","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
063","17","3.824","82.4","11.8",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","100
064","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
065","17","3.882","94.1",".",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","100
070","12","3.444","25.0","16.7","33.3",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"","100
071","10","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"Intro to College Composition","Course Total","1105","3.894","86.0","7.7","2.4","0.6","0.5","0.2","0.5",".",".",".",".",".","1.1","0.3","0.9","."
"Intro-Theatre & Dramatic Lit","120
001","164","3.872","81.7","12.8","3.0","1.8","0.6",".",".",".",".",".",".",".",".",".",".","."
"Comm B Topics in English Lit","140
001","167","3.813","82.6","9.6","3.0","1.2","1.2","0.6","1.2",".",".",".",".",".",".",".",".","0.6"
"Lit & Culture of Asian America","150
001","74","3.642","37.8","54.1","6.8","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"","153
001","213","3.849","81.7","12.7","2.8","0.5","0.9","0.5","0.5",".",".",".",".",".","0.5",".",".","."
"","153
002","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","153
003","16","3.967","87.5","6.3",".",".",".",".",".",".",".",".",".",".",".","6.3",".","."
"Literature and the Environment","Course Total","243","3.861","82.3","12.3","2.5","0.4","0.8","0.4","0.4",".",".",".",".",".","0.4","0.4",".","."
"Myth and Literature","155
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","156
001","168","3.749","67.3","22.0","6.5","1.8","1.2",".","0.6",".",".",".",".",".","0.6",".",".","."
"","156
002","20","3.650","75.0","10.0","10.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"Literature and Medicine","Course Total","188","3.738","68.1","20.7","6.9","1.6","1.1",".","1.1",".",".",".",".",".","0.5",".",".","."
"Shakespeare","162
001","168","3.815","78.0","13.1","4.2","1.8",".",".","1.2","1.2",".",".",".",".",".","0.6",".","."
"British and American Writers","167
001","34","3.593","44.1","14.7","11.8","8.8",".",".",".",".",".",".",".",".","20.6",".",".","."
"Literatures of Native America","172
001","12","3.042","50.0","8.3","16.7",".","8.3","8.3","8.3",".",".",".",".",".",".",".",".","."
"Ethnic and Multicultural Lit","173
002","28","3.429","78.6",".","7.1",".","3.6",".","10.7",".",".",".",".",".",".",".",".","."
"","174
001","19","3.711","89.5",".",".","5.3",".",".","5.3",".",".",".",".",".",".",".",".","."
"","174
002","29","3.741","75.9","17.2",".",".","3.4","3.4",".",".",".",".",".",".",".",".",".","."
"Literature and Social Justice","Course Total","48","3.729","81.3","10.4",".","2.1","2.1","2.1","2.1",".",".",".",".",".",".",".",".","."
"Lit & the Other Disciplines","175
001","18","3.206","38.9","22.2","11.1","5.6","11.1",".","5.6",".",".",".",".",".",".",".",".","5.6"
"","176
001","165","3.733","80.6","7.9","5.5","0.6","2.4","0.6","2.4",".",".",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","Page 228 of 450",""
