"","990
177","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
179","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
180","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
183","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","48","",".",".",".",".",".",".",".","79.2","2.1",".","",".","18.8",".",".",".","."
"600
MATH","Dept. Total","9077","3.433","54.7","9.7","16.6","6.0","7.8","2.4","1.6","0.7","0.0","0.0","",".","0.1","0.1","0.1","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3404","3.459","57.9","9.1","15.0","5.8","7.5","2.7","1.6","0.0",".",".","",".",".","0.2","0.0",".","."
"Sophomore","","2459","3.507","61.7","8.4","15.0","4.2","6.6","2.4","1.5","0.0",".",".","",".",".",".","0.1",".","0.1"
"Junior","","1413","3.254","42.5","10.7","22.9","8.3","11.2","2.4","2.0","0.1",".",".","",".",".","0.1",".",".","."
"Senior","","1040","3.209","40.1","11.7","21.1","10.6","11.5","2.3","1.7","0.4",".","0.1","",".","0.1","0.2",".","0.1","0.1"
"Undergraduates","","8316","3.419","54.2","9.5","17.1","6.4","8.4","2.5","1.6","0.1",".","0.0","",".","0.0","0.1","0.0","0.0","0.0"
"Special","","186","3.627","60.8","15.1","13.4","3.2","1.6","0.5","1.6","2.2",".",".","",".",".",".","1.1","0.5","."
"Graduate","","575","3.671","60.5","11.0","11.0","2.3","1.2","1.0","0.7","9.7","0.2",".","",".","1.7","0.2","0.3","0.2","."
"","Dept. Total","9077","3.433","54.7","9.7","16.6","6.0","7.8","2.4","1.6","0.7","0.0","0.0","",".","0.1","0.1","0.1","0.0","0.0"
