"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","Dept. Total","206","3.384","38.8","15.0","18.0","4.9","4.4","2.9","",".","13.6","",".",".","",".","1.9","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","23","3.022","21.7","30.4","17.4","8.7","13.0","8.7","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","20","3.172","25.0","25.0","30.0","10.0","5.0","5.0","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","42","3.195","33.3","14.3","31.0","9.5","7.1","4.8","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","57","3.446","47.4","21.1","22.8","3.5","3.5","1.8","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","142","3.267","35.9","21.1","25.4","7.0","6.3","4.2","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","3","***","","","","","","","","","","","",".","",".",".","",".",".","33.3","."
"Graduate","","61","3.943","47.5","1.6","1.6",".",".",".","",".","42.6","",".",".","",".","6.6","",".",".",".","."
"","Dept. Total","206","3.384","38.8","15.0","18.0","4.9","4.4","2.9","",".","13.6","",".",".","",".","1.9","",".",".","0.5","."
