"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","",""
"","990
262","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
263","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
299","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","50","",".",".",".",".",".",".",".","86.0","2.0",".","",".","12.0",".",".",".","."
"","992
001","20","4.000","95.0",".",".",".",".",".",".",".",".",".",".","",".","5.0",".",".","."
"","992
003","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Seminar","Course Total","28","3.963","89.3","7.1",".",".",".",".",".",".",".",".","",".",".","3.6",".",".","."
"Statistical Consulting","998
001","16","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".","",".",".",".",".","."
"932
STAT","Dept. Total","3305","3.371","43.5","17.6","19.9","7.5","6.2","1.7","1.0","1.8","0.1","0.0","",".","0.3","0.0","0.1","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","33","3.262","36.4","12.1","27.3","9.1","15.2",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","539","3.192","33.2","16.9","24.9","11.9","10.4","1.7","0.9",".",".",".","",".",".",".","0.2",".","."
"Junior","","1073","3.318","42.5","15.7","22.1","8.9","7.7","1.9","1.2",".",".",".","",".",".",".","0.1",".","."
"Senior","","935","3.294","42.6","16.6","20.3","8.3","6.2","3.0","1.6","0.4","0.1","0.1","",".","0.3",".",".",".","0.4"
"Undergraduates","","2580","3.282","40.5","16.2","22.1","9.3","7.8","2.2","1.3","0.2","0.0","0.0","",".","0.1",".","0.1",".","0.2"
"Special","","74","3.631","40.5","37.8","6.8","4.1",".",".",".","10.8",".",".","",".",".",".",".",".","."
"Graduate","","645","3.700","55.5","20.6","13.0","0.6","0.5",".","0.2","7.6","0.3",".","",".","0.9","0.2","0.2","0.3","0.2"
"Prof Yr 3","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","4","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","6","3.826","66.7","33.3",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","3305","3.371","43.5","17.6","19.9","7.5","6.2","1.7","1.0","1.8","0.1","0.0","",".","0.3","0.0","0.1","0.1","0.2"
