"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"133","001","","189","3.653","58.7","22.8","10.1","3.2","3.2","0.5",".",".",".",".",".",".",".",".","1.6","."
"133","003","","21","3.667","66.7","4.8","23.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Genetics in the News","Course Total","","210","3.655","59.5","21.0","11.4","3.3","2.9","0.5",".",".",".",".",".",".",".",".","1.4","."
"155","001","","87","3.943","92.0","4.6","3.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"155","002","","11","3.773","81.8",".","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Freshman Seminar in Genetics","Course Total","","98","3.923","90.8","4.1","4.1","1.0",".",".",".",".",".",".",".",".",".",".",".","."
"299","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","121","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","145","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Coord Intrnshp/Cooprtv Educ
399","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Principles of Genetics
466","001","","212","3.252","40.1","14.6","25.5","2.8","13.7","2.8","0.5",".",".",".",".",".",".",".",".","."
"General Genetics 1
467","002","","98","2.984","18.4","25.5","20.4","14.3","12.2","5.1","1.0",".",".",".",".",".",".",".","2.0","1.0"
"Basic Cytology & Lab Procudure
470","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Neurogenetics
520","001","","63","3.571","50.8","30.2","9.5","4.8","3.2","1.6",".",".",".",".",".",".",".",".",".","."
"Evolution Seminar Series UG
522","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Dev Gen for Conserv Regen
527","001","","56","3.911","89.3","3.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genetics Laboratory
545","001","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".",".",".","6.7","."
"Human Genetics
565","001","","66","3.430","43.9","16.7","24.2","3.0","9.1",".",".","3.0",".",".",".",".",".",".",".","."
"Companion Research Seminar
567","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Female Reproductive System
570","001","","10","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Practice I
571","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Respiratory System
572","001","","10","3.600","60.0","20.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"The Genitourinary System
573","001","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prokaryotic Molecular Biol
612","001","","15","3.367","26.7","46.7","13.3",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"Biology and Genetics of Fungi
655","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Cancer Genetics
662","001","","35","3.657","42.9","45.7","11.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics in Genetics
677","001","","45","3.933","91.1","4.4","4.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","130","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","131","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","121","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","142","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","147","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","148","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","","","Page 26 of 450"
