"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"964","020","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","023","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"964","029","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","030","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","032","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","033","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","036","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","037","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","039","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","041","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"964","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","048","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","049","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","051","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"964","055","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","056","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"964","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","058","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","059","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"964","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","067","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","076","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","081","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"964","083","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","087","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"964","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Molecular Dynamics","Course Total","","238","4.000","77.3",".",".",".",".",".",".","19.7",".",".",".",".",".",".","2.9","."
"990","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
