"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ART EDUCATION (DEPT OF ART) Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Art in Elementary Education
323
002","","15","3.567","40.0","40.0","13.3","6.7","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Art in Secondary Education
324
001","","15","3.600","53.3","20.0","20.0","6.7","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Stdt Tchg-Elem School Art
423
001","","2","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Stdt Tchg-Secondary Sch Art
424
001","","1","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Practicum in Elem School Art
470
001","","15","3.933","86.7","13.3",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Practicum-Secondary School Art
493
001","","15","3.700","66.7","20.0",".","13.3","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Dept. Total
176
ART ED","","63","3.708","61.9","23.8","7.9","6.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","32","3.625","53.1","28.1","9.4","9.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","32","3.625","53.1","28.1","9.4","9.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","31","3.788","71.0","19.4","6.5","3.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","","63","3.708","61.9","23.8","7.9","6.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
