"","999
041","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
048","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
049","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","14","3.953","92.9","7.1",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"359
DS","Dept. Total","813","3.786","71.3","16.6","6.0","2.3","1.2","0.2","0.1","0.6","",".",".","",".","",".","0.9","0.2","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","103","3.589","57.3","21.4","10.7","4.9","4.9","1.0",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","142","3.790","74.6","17.6","4.9","0.7","0.7","0.7","0.7",".","",".",".","",".","",".",".",".",".","."
"Junior","","278","3.814","74.5","15.8","4.7","3.6","0.4",".",".",".","",".",".","",".","",".","1.1",".",".","."
"Senior","","247","3.806","72.9","16.6","7.3","1.2","1.2",".",".",".","",".",".","",".","",".","0.8",".",".","."
"Undergraduates","","770","3.780","71.7","17.1","6.4","2.5","1.3","0.3","0.1",".","",".",".","",".","",".","0.6",".",".","."
"Special","","6","3.500",".","16.7",".",".",".",".",".","16.7","",".",".","",".","",".",".","33.3","33.3","."
"Graduate","","37","3.961","75.7","5.4",".",".",".",".",".","10.8","",".",".","",".","",".","5.4",".","2.7","."
"","Dept. Total","813","3.786","71.3","16.6","6.0","2.3","1.2","0.2","0.1","0.6","",".",".","",".","",".","0.9","0.2","0.4","."
