"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","200
001","310","3.456","56.1","15.2","13.9","4.8","4.8","3.5","1.3",".",".",".",".",".","0.3",".",".","."
"","200
002","89","3.455","53.9","19.1","13.5","6.7","2.2","1.1","3.4",".",".",".",".",".",".",".",".","."
"","200
003","79","3.551","59.5","17.7","11.4","6.3","1.3","2.5","1.3",".",".",".",".",".",".",".",".","."
"","200
004","317","3.532","60.6","15.8","11.4","6.0","2.2","2.2","1.9",".",".",".",".",".",".",".",".","."
"Programming I","Course Total","795","3.496","58.0","16.1","12.6","5.7","3.1","2.6","1.8",".",".",".",".",".","0.1",".",".","."
"","220
001","248","3.761","74.2","14.9","5.6","1.2","2.8",".","0.8",".",".",".",".",".","0.4",".",".","."
"","220
002","247","3.676","63.6","23.1","5.3","3.2","2.4","0.8","0.8","0.4",".",".",".",".","0.4",".",".","."
"","220
003","250","3.624","63.6","19.6","9.2","2.4","2.0","0.4","2.4",".",".",".",".",".","0.4",".",".","."
"Data Programming I","Course Total","745","3.687","67.1","19.2","6.7","2.3","2.4","0.4","1.3","0.1",".",".",".",".","0.4",".",".","."
"","240
001","145","3.117","26.2","6.9","43.4","15.2","6.9","0.7","0.7",".",".",".",".",".",".",".",".","."
"","240
002","142","3.176","25.4","17.6","31.0","23.2","1.4","0.7","0.7",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","287","3.146","25.8","12.2","37.3","19.2","4.2","0.7","0.7",".",".",".",".",".",".",".",".","."
"","252
006","208","3.112","39.9","8.2","24.0","8.2","10.6","4.8","2.9",".",".",".",".",".","0.5","1.0",".","."
"","252
007","235","3.088","41.3","6.0","23.4","5.5","14.5","6.0","2.1",".",".",".",".",".","0.4","0.9",".","."
"Intro to Computer Engineering","Course Total","443","3.100","40.6","7.0","23.7","6.8","12.6","5.4","2.5",".",".",".",".",".","0.5","0.9",".","."
"Directed Study in Comp Sci","298
139","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","300
001","152","3.460","42.8","25.0","20.4","8.6","0.7","1.3","0.7",".",".",".",".",".","0.7",".",".","."
"","300
002","157","3.500","49.0","26.8","15.9","2.5","0.6","2.5","1.9","0.6",".",".",".",".",".",".",".","."
"","300
003","150","3.277","34.0","32.0","19.3","6.0","2.7","1.3","4.7",".",".",".",".",".",".",".",".","."
"","300
004","146","3.308","37.0","28.1","20.5","7.5","1.4","1.4","4.1",".",".",".",".",".",".",".",".","."
"Programming II","Course Total","605","3.388","40.8","27.9","19.0","6.1","1.3","1.7","2.8","0.2",".",".",".",".","0.2",".",".","."
"","304
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
003","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
004","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
005","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
006","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
007","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
008","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
009","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES-CS Group Meeting","Course Total","82","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
001","9","3.938","77.8","11.1",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"","319
002","10","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
003","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Data Programming I - Research","Course Total","29","3.804","69.0","17.2","10.3",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"Data Programming II","320
001","127","3.430","50.4","21.3","11.8","6.3",".","2.4","3.9","2.4",".",".",".",".","0.8",".",".","0.8"
"","352
001","9","3.125","11.1","33.3","11.1","33.3",".",".",".",".",".",".",".",".",".","11.1",".","."
"","352
002","8","3.000","12.5","25.0","25.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","17","3.063","11.8","29.4","17.6","29.4","5.9",".",".",".",".",".",".",".",".","5.9",".","."
"","354
001","165","3.042","27.3","12.7","30.3","13.9","12.1","0.6","3.0",".",".",".",".",".",".",".",".","."
"","354
002","144","3.128","23.6","18.8","33.3","15.3","6.9","0.7","1.4",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","309","3.083","25.6","15.5","31.7","14.6","9.7","0.6","2.3",".",".",".",".",".",".",".",".","."
"Learn a Programming Language","368
001","81","",".",".",".",".",".",".",".",".",".","93.8","6.2",".",".",".",".","."
