"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"431","184","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Violin","Course Total","11","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"433","073","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"433","173","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Viola","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"435","026","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"435","171","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Cello","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"437","066","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"437","166","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced String Bass","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
"Advanced Harp
439","077","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"440","011","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"440","197","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"440","297","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Guitar","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"457","050","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"457","096","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Jazz Composition&Arranging","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
"Jazz Composition&Arranging
458","096","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","020","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","035","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Senior Recital","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"Masters Level-Piano
501","029","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","044","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","045","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","061","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","062","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Voice","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
"Masters Level-Flute
507","010","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Clarinet
511","019","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Saxophone
513","049","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Bassoon
515","032","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Trumpet
519","063","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Trombone
521","089","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Euphonium
523","035","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Percussion
527","033","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Violin
531","084","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"532","022","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"532","038","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Conducting","Course Total","6","3.857","83.3","",".","16.7",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","","","","","","","Page 298 of 450",""
