"TERM : 1212","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Fall 2020-2021","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","",""
"CIVIL SOC & COMMUNITY STUDI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"247
CSCS","","","","","","","","","","","","","","","","",""
"Nonprofit Brd Leadrship Devp I","742
001
5","***","","","","","","","","","",".",".",".",".",".",".   
."
"247
CSCS","Dept. Total
5","***","","","","","","","","","",".",".",".",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"247
CSCS","","","","","","","","","","","","","","","","",""
"Special","1","***","","","","","","","","","",".",".",".",".",".",".  
."
"Graduate","4","***","","","","","","","","","",".",".",".",".",".",".  
."
"","Dept. Total
5","***","","","","","","","","","",".",".",".",".",".",".  
."
"February 03, 2021","","","","","","","","","","","","","","","","","Page 69 of 450"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","",""
