"TERM : 1212","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2020-2021","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","","","",""
"424
GERMAN","Dept. Total","709","3.812","77.0","14.1","3.4","1.0","0.7","",".","1.1","2.3","",".",".","",".","0.3","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","129","3.669","69.0","18.6","7.0","0.8",".","",".","3.9","0.8","",".",".","",".",".","",".",".",".","."
"Sophomore","","145","3.822","80.0","13.8","3.4","0.7","1.4","",".","0.7",".","",".",".","",".",".","",".",".",".","."
"Junior","","143","3.871","83.2","10.5","4.2","1.4","0.7","",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","200","3.832","77.5","17.0","2.0","0.5","1.0","",".","1.0","0.5","",".",".","",".","0.5","",".",".",".","."
"Undergraduates","","617","3.803","77.6","15.1","3.9","0.8","0.8","",".","1.3","0.3","",".",".","",".","0.2","",".",".",".","."
"Special","","6","2.950","16.7",".",".","33.3",".","",".",".","50.0","",".",".","",".",".","",".",".",".","."
"Graduate","","86","3.955","76.7","8.1",".",".",".","",".",".","12.8","",".",".","",".","1.2","",".",".","1.2","."
"","Dept. Total","709","3.812","77.0","14.1","3.4","1.0","0.7","",".","1.1","2.3","",".",".","",".","0.3","",".",".","0.1","."
