"EGR","","","","","","","","","","","","","","","","","","","",""
"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"612
M E","Dept. Total","2804","3.473","44.8","21.5","16.4","5.5","3.4","1.1","0.7","4.0","0.0","0.2","",".","2.0","0.1","0.0","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","58","3.599","63.8","13.8","8.6","6.9","6.9",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","187","3.372","40.1","24.6","19.3","7.0","6.4","1.6","1.1",".",".",".","",".",".",".",".",".","."
"Junior","","514","3.313","39.9","22.0","21.6","7.8","5.4","2.1","0.8",".","0.2",".","",".",".",".","0.2",".","."
"Senior","","1541","3.488","47.8","24.5","17.0","5.8","3.1","1.1","0.6",".",".",".","",".",".",".",".",".","."
"Undergraduates","","2300","3.445","45.8","23.7","18.0","6.4","4.0","1.3","0.7",".","0.0",".","",".",".",".","0.0",".","."
"Special","","15","3.645","73.3","6.7",".",".","13.3",".",".","6.7",".",".","",".",".",".",".",".","."
"Graduate","","569","3.666","33.9","10.2","8.3","1.4","0.4",".","0.5","33.6",".","0.9","",".","9.8","0.5","0.2","0.4","."
"","Dept. Total","2884","3.473","43.6","20.9","16.0","5.4","3.3","1.1","0.7","6.7","0.0","0.2","",".","1.9","0.1","0.1","0.1","."
