"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3470","3.820","69.2","13.9","6.7","2.0","0.4","0.2","0.1","2.0","",".","5.4","",".","0.1","0.0",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","92","3.413","57.6","12.0","15.2","5.4","3.3","3.3","3.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","48","3.635","66.7","14.6","10.4","4.2",".","4.2",".",".","",".",".","",".",".",".",".",".","."
"Junior","","22","3.837","77.3","13.6","9.1",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","96","3.856","82.3","11.5","3.1","2.1","1.0",".",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","258","3.680","70.2","12.4","9.3","3.5","1.6","1.9","1.2",".","",".",".","",".",".",".",".",".","."
"Special","","7","3.853","71.4","28.6",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","285","3.853","43.9","7.0","1.1","0.4","0.4",".",".","24.2","",".","21.8","",".","1.1","0.4",".",".","."
"Prof Yr 1","","568","3.724","73.2","12.5","12.1","1.2","0.7","0.2",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","1010","3.793","59.6","17.8","6.7","3.0","0.4",".","0.1",".","",".","12.4","",".",".",".",".",".","."
"Prof Yr 3","","1191","3.857","68.5","13.3","4.8","1.7","0.1","0.1",".",".","",".",".","",".","11.4",".",".","0.2","."
"Prof Yr 4","","287","3.914","88.9","6.6","3.5","0.7","0.3",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","3056","3.830","68.4","14.0","6.7","1.9","0.3","0.1","0.0",".","",".","4.1","",".","4.5",".",".","0.1","."
"","College Total","3606","3.820","66.6","13.4","6.4","1.9","0.4","0.2","0.1","1.9","",".","5.2","",".","3.9","0.0",".","0.1","."
