"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","11341","3.506","53.0","14.7","13.3","4.6","4.0","1.3","0.6","4.4","0.0","0.4","",".","2.7","0.5","0.1","0.3","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","1144","3.406","52.4","20.0","13.2","5.9","5.1","2.8","0.5",".",".",".","",".",".",".",".",".","0.1"
"Sophomore","","1406","3.450","53.4","16.8","15.9","5.5","4.4","2.2","0.8",".",".","0.5","",".",".","0.3","0.2","0.1","."
"Junior","","2418","3.442","52.7","15.3","15.3","6.7","6.4","1.8","0.6",".","0.0","0.6","",".",".","0.5","0.0","0.0","."
"Senior","","4231","3.525","56.4","16.2","15.6","4.7","4.0","0.9","0.8","0.0",".","0.2","",".","0.4","0.6","0.1","0.1","0.1"
"Undergraduates","","9199","3.477","54.5","16.5","15.3","5.5","4.8","1.6","0.7","0.0","0.0","0.3","",".","0.2","0.4","0.1","0.1","0.0"
"Special","","232","3.563","47.4","11.2","9.1","4.7","3.0","0.9",".","11.6",".",".","",".",".","0.4","1.7","9.9","."
"Graduate","","1892","3.793","46.6","6.4","4.4","0.7","0.2",".","0.2","24.6","0.1","1.0","",".","15.2","0.6",".","0.1","."
"Prof Yr 1","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 2","","4","***","","","","","","","","","",".","",".","25.0",".",".",".","."
"Prof Yr 3","","11","3.700","45.5",".","9.1",".",".",".",".","9.1",".",".","",".","36.4",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","18","3.833","61.1",".","5.6",".",".",".",".","5.6",".",".","",".","27.8",".",".",".","."
"","College Total","11341","3.506","53.0","14.7","13.3","4.6","4.0","1.3","0.6","4.4","0.0","0.4","",".","2.7","0.5","0.1","0.3","0.0"
