"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","310","3.921","89.0","8.1","1.6",".","1.0","0.3","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","76","3.833","80.3","10.5","5.3",".","1.3","2.6","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","57","3.840","82.5","12.3","1.8",".","3.5",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","64","3.936","87.5","10.9","1.6",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","119","3.986","97.5","2.5",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","316","3.921","88.6","7.9","1.9",".","0.9","0.6","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","5","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","College Total","321","3.921","88.5","8.1","1.9",".","0.9","0.6","",".","",".","",".",".","",".","",".","",".",".",".","."
