"","349
001","10","",".",".",".",".",".",".",".",".",".","90.0",".",".",".",".",".","."
"","349
002","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","349
003","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Academic Writing for Grads","Course Total","31","",".",".",".",".",".",".",".",".",".","96.8",".",".",".",".",".","."
"351
ESL","Dept. Total","568","3.602","20.1","2.8","3.3","0.4","0.5",".","1.2",".",".","67.3","4.0",".",".",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","","",""
"Freshmen","","241","3.635","10.8","1.2","2.5",".","0.4",".","0.4",".",".","77.2","7.5",".",".",".",".","."
"Sophomore","","160","3.517","23.1","5.0","4.4","1.3","0.6",".","1.9",".",".","60.6","2.5",".",".",".",".","0.6"
"Junior","","61","3.641","49.2","6.6","3.3",".","1.6",".","3.3",".",".","34.4","1.6",".",".",".",".","."
"Senior","","31","3.685","67.7","3.2","12.9",".",".",".","3.2",".",".","12.9",".",".",".",".",".","."
"Undergraduates","","493","3.602","23.1","3.2","3.9","0.4","0.6",".","1.4",".",".","62.5","4.7",".",".",".",".","0.2"
"Special","","3","***","","","","","","","","","","100.0",".",".",".",".",".","."
"Graduate","","90","",".",".",".",".",".",".",".",".",".","98.9",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","100.0",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","100.0",".",".",".",".",".","."
"","Dept. Total","587","3.602","19.4","2.7","3.2","0.3","0.5",".","1.2",".",".","68.3","3.9",".",".",".",".","0.2"
