"","990
098","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
105","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","37","",".",".",".",".",".",".",".","75.7","",".",".","",".","24.3",".",".",".","."
"Spec Work-Ag & Appl Economics","999
073","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"108
A A E","Dept. Total","504","3.424","49.4","17.1","12.7","4.2","2.8","1.6","2.6","6.0","",".",".","",".","1.8","1.6","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.263","48.6","14.3","17.1","8.6",".","5.7","5.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","","54","3.464","48.1","25.9","13.0","3.7","7.4","1.9",".",".","",".",".","",".",".",".",".",".","."
"Junior","","74","3.423","51.4","23.0","14.9","4.1",".","4.1","2.7",".","",".",".","",".",".",".",".",".","."
"Senior","","177","3.266","45.8","19.2","17.5","5.6","4.5","1.1","5.1",".","",".",".","",".",".",".","1.1",".","."
"Undergraduates","","340","3.332","47.6","20.6","16.2","5.3","3.5","2.4","3.8",".","",".",".","",".",".",".","0.6",".","."
"Special","","10","3.448","50.0","10.0","10.0","10.0","10.0",".",".","10.0","",".",".","",".",".",".",".",".","."
"Graduate","","153","3.768","52.9","9.8","5.2","1.3","0.7",".",".","19.0","",".",".","",".","5.9","5.2",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","504","3.424","49.4","17.1","12.7","4.2","2.8","1.6","2.6","6.0","",".",".","",".","1.8","1.6","0.4",".","."
