"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","711
001","64","1.094","6.3",".","25.0",".","4.7",".",".",".",".",".",".",".",".",".",".","."
"","711
002","57","1.123","7.0",".","24.6",".","3.5","3.5",".",".",".",".",".",".",".",".",".","."
"","711
003","70","1.771","12.9",".","40.0",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"","711
004","53","1.302","5.7",".","35.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contracts I","Course Total","244","1.340","8.2",".","31.6",".","2.9","0.8",".",".",".",".",".",".",".",".",".","."
"","714
001","51","1.255","7.8",".","31.4",".",".",".","2.0",".",".",".",".",".",".",".",".","."
"","714
002","60","1.433","8.3",".","36.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","714
003","71","0.775","2.8",".","19.7",".","2.8","1.4",".",".",".",".",".",".",".",".",".","."
"","714
004","56","1.036","7.1",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Civil Procedure I","Course Total","238","1.105","6.3",".","27.7",".","0.8","0.4","0.4",".",".",".",".",".",".",".",".","."
"","723
001","21","1.619","4.8",".","47.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","20","1.300","10.0",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","21","1.714",".",".","57.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","19","1.421",".",".","47.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","18","1.500",".",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","20","1.200",".",".","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","21","1.714","4.8",".","47.6",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","723
008","20","1.400","5.0",".","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","22","1.091","4.5",".","27.3",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","723
010","19","0.842","5.3",".","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","19","1.579","5.3",".","42.1",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","723
012","21","1.000",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","241","1.365","3.3",".","40.2",".","1.2",".",".",".",".",".",".",".",".",".",".","."
"","725
001","47","1.156","10.6",".","21.3",".","2.1",".",".","4.3",".",".",".",".",".",".",".","."
"","725
002","46","0.886","6.5",".","13.0",".","8.7","2.2",".","4.3",".",".",".",".",".",".",".","."
"Intro to Criminal Procedure","Course Total","93","1.022","8.6",".","17.2",".","5.4","1.1",".","4.3",".",".",".",".",".",".",".","."
"","726
001","93","1.333","4.3",".","35.5",".","4.3","1.1",".",".",".",".",".",".",".",".",".","."
"","726
002","85","1.047","10.6",".","17.6",".","4.7",".","3.5",".",".",".",".",".",".",".",".","."
"","726
003","67","1.104","7.5",".","23.9",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"Intro-Substan Criminal Law","Course Total","245","1.171","7.3",".","26.1",".","4.5","0.4","1.2",".",".",".",".",".",".",".",".","."
"Federal Law & Indian Tribes","730
001","26","1.833","23.1",".","23.1",".","3.8",".",".","7.7",".",".",".",".",".",".",".","."
"","731
001","92","1.110","1.1",".","31.5",".",".",".",".","10.9",".",".",".",".",".",".",".","."
"","731
002","66","0.968","7.6",".","19.7",".","1.5",".",".","4.5",".",".",".",".",".",".",".","."
"Constitutional Law I","Course Total","158","1.048","3.8",".","26.6",".","0.6",".",".","8.2",".",".",".",".",".",".",".","."
"Real Estate Transactions I","732
001","47","1.119","10.6",".","17.0",".","2.1","2.1",".","10.6",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","31","1.621","19.4",".","22.6",".","3.2",".",".","6.5",".",".",".",".",".",".",".","."
"","740
001","74","1.134","14.9",".","13.5",".","4.1","1.4",".","4.1",".",".",".",".",".",".",".","."
"","740
002","47","1.442","4.3",".","38.3",".",".",".",".","8.5",".",".",".",".",".",".",".","."
"Constitutional Law II","Course Total","121","1.249","10.7",".","23.1",".","2.5","0.8",".","5.8",".",".",".",".",".",".",".","."
"Bus Orgnztions II:Publ Corp","741
001","59","1.173","15.3",".","11.9",".","3.4",".",".","11.9",".",".",".",".",".",".",".","."
"Taxation I","742
001","55","1.170","12.7",".","12.7",".","5.5",".",".","14.5",".",".",".",".",".",".",".","."
"","743
001","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","743
002","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","Page 350 of 450",""
