"","991
084","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
091","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
092","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research Nutrition","Course Total","31","",".",".",".",".",".",".",".","83.9","",".",".","",".","16.1",".",".",".","."
"694
NUTR SCI","Dept. Total","1549","3.561","60.1","13.8","9.4","4.5","2.8","2.5","0.5","3.7","",".","1.7","",".","0.3","0.3","0.2","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","242","3.137","30.2","22.7","21.5","9.5","8.3","7.4",".",".","",".",".","",".",".",".",".",".","0.4"
"Sophomore","","263","3.431","49.4","19.0","11.4","8.7","4.2","4.2",".",".","",".","2.7","",".",".",".","0.4",".","."
"Junior","","318","3.717","71.1","10.4","5.3","5.0","2.8","0.9",".",".","",".","4.1","",".",".",".","0.3",".","."
"Senior","","450","3.682","71.6","12.9","8.4","1.8","0.9","1.3","1.1",".","",".","1.6","",".",".","0.4",".",".","."
"Undergraduates","","1273","3.526","59.0","15.4","10.8","5.5","3.5","3.0","0.4",".","",".","2.1","",".",".","0.2","0.2",".","0.1"
"Special","","13","3.880","53.8","15.4",".",".",".",".",".","7.7","",".",".","",".",".",".","7.7","15.4","."
"Graduate","","263","3.862","65.8","6.1","3.0",".",".",".","1.1","21.3","",".",".","",".","1.9","0.8",".",".","."
"","Dept. Total","1549","3.561","60.1","13.8","9.4","4.5","2.8","2.5","0.5","3.7","",".","1.7","",".","0.3","0.3","0.2","0.1","0.1"
