"Advanced Readings Japanese II","Course Total","6","3.833","66.7","33.3",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Advanced Rdgs in Chinese II","453
001","19","3.947","89.5","10.5",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","475
001","12","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","475
002","10","3.900","90.0",".","10.0",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Advanced Topics in Asian Trans","Course Total","22","3.955","95.5",".","4.5",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"186
ASIALANG","Dept. Total","841","3.745","74.0","14.0","6.4","1.4","1.4","0.5","1.1","0.6","",".",".","",".","",".","0.4","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"186
ASIALANG","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","147","3.667","67.3","17.7","7.5","4.1","1.4","0.7","1.4",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","172","3.665","69.2","15.7","8.7","1.7","1.2","0.6","2.3",".","",".",".","",".","",".",".","0.6",".","."
"Junior","","227","3.756","74.4","11.9","8.4","0.9","2.2","0.4","0.4","0.4","",".",".","",".","",".","0.9",".",".","."
"Senior","","229","3.825","79.0","14.8","3.9","0.4","1.3",".","0.4",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","775","3.738","73.3","14.7","7.0","1.5","1.5","0.4","1.0","0.1","",".",".","",".","",".","0.3","0.1",".","."
"Special","","16","3.500","50.0","6.3",".",".",".",".","6.3","25.0","",".",".","",".","",".","6.3",".","6.3","."
"Graduate","","48","3.899","91.7","6.3",".",".",".","2.1",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","841","3.745","74.0","14.0","6.4","1.4","1.4","0.5","1.1","0.6","",".",".","",".","",".","0.4","0.1","0.1","."
