"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Intro-Hispanic Literatures","Course Total","117","3.474","41.0","23.9","26.5","6.0","2.6",".",".",".",".",".",".",".",".",".",".","."
"Linguistic Study of Spanish","225
001","24","3.354","41.7","25.0","8.3","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","226
001","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
002","18","3.806","61.1","38.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
003","19","3.368","26.3","31.6","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","226
004","20","3.600","35.0","50.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
005","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
006","20","3.650","65.0","10.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
007","15","3.767","66.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
008","15","3.567","66.7","20.0","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","226
009","18","3.472","44.4","22.2","22.2","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
010","18","3.667","61.1","22.2","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
011","20","3.700","60.0","30.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
012","20","3.450","60.0","15.0","10.0","5.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","226
013","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
014","19","3.605","42.1","42.1","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
015","17","3.088","29.4","29.4","17.6","11.8",".","5.9","5.9",".",".",".",".",".",".",".",".","."
"","226
016","19","3.579","57.9","21.1","15.8",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","226
017","18","3.611","72.2","11.1","11.1",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","226
018","19","3.763","57.9","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
019","17","3.529","58.8","11.8","17.6",".","11.8",".",".",".",".",".",".",".",".",".",".","."
"","226
020","17","3.588","41.2","35.3","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
021","17","3.353","52.9","11.8","23.5",".","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","226
022","19","3.763","63.2","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
023","19","3.632","63.2","5.3","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","424","3.634","59.7","22.2","12.3","2.8","1.4","0.5","1.2",".",".",".",".",".",".",".",".","."
"","311
001","13","3.500","53.8","15.4","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","311
002","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
003","21","3.881","81.0","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
004","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","21","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
006","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","18","3.647","61.1","11.1","16.7",".","5.6",".",".",".",".",".",".",".",".",".",".","5.6"
"","311
008","22","3.857","86.4",".",".","9.1",".",".",".",".",".",".",".",".","4.5",".",".","."
"","311
009","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
010","22","3.952","86.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","4.5"
"","311
011","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","200","3.848","79.0","12.5","4.5","1.5","1.0",".",".",".",".",".",".",".","0.5",".",".","1.0"
"","319
001","24","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
002","22","3.932","90.9","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","Course Total","46","3.924","87.0","10.9","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","320
001","19","3.237","31.6","31.6","10.5","5.3","21.1",".",".",".",".",".",".",".",".",".",".","."
"","320
002","22","3.614","63.6","13.6","13.6",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","41","3.439","48.8","22.0","12.2","2.4","14.6",".",".",".",".",".",".",".",".",".",".","."
