"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"","307
001","","12","3.833","91.7",".",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","307
002","","15","3.867","86.7","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","","15","3.600","73.3","13.3","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","307
005","","15","3.900","93.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","307
007","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","","87","3.856","89.7","3.4","2.3","2.3","1.1",".","1.1",".",".",".",".",".",".",".",".","."
"Structure of English","314
001","","23","3.674","69.6","8.7","8.7","13.0",".",".",".",".",".",".",".",".",".",".",".","."
"English Phonology","315
001","","14","3.615","28.6","57.1","7.1",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"English Lang Variation in U.S.","316
001","","11","3.727","63.6","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Language Acquisition","318
001","","30","3.967","96.7",".","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Sixteenth Century","328
001","","26","3.692","46.2","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"18th-Century Literature","334
001","","30","3.467","60.0","20.0","10.0",".","3.3",".","6.7",".",".",".",".",".",".",".",".","."
"","350
001","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".",".",".","11.1","."
"","350
002","","13","3.769","76.9","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Gender & Literature","Course Total","","22","3.857","81.8","4.5","4.5","4.5",".",".",".",".",".",".",".",".",".",".","4.5","."
"British Lit since 1900","353
001","","18","3.417","38.9","22.2","22.2","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Lit of Migration and Diaspora","375
001","","22","3.636","50.0","27.3","22.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Composition","400
001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","403
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","403
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","Course Total","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Nonfiction","407
001","","14","3.714","71.4","14.3","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","408
001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
002","","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Fiction","Course Total","","29","3.948","93.1","3.4","3.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","409
001","","14","3.893","92.9",".",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","409
002","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Poetry","Course Total","","22","3.864","86.4","4.5","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","411
001","","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Global Spread of English","414
001","","18","3.962","66.7","5.6",".",".",".",".",".",".",".",".",".",".","27.8",".",".","."
"Introduction to TESOL Methods","415
001","","9","4.000","77.8",".",".",".",".",".",".","11.1",".",".",".",".","11.1",".",".","."
"Topics-English Lang & Linguis","420
001","","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in Medieval Literature","423
001","","20","3.100","25.0","25.0","30.0","5.0","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","427
001","","13","3.115","15.4","38.5","38.5",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"Early Works of Shakespeare","431
001","","29","3.776","55.2","44.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in Brit Lit since 1900","453
001","","10","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","457
002","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","457
003","","14","3.654","71.4","7.1","7.1",".",".","7.1",".","7.1",".",".",".",".",".",".",".","."
"Topic in American Lit","Course Total","","30","3.828","83.3","6.7","3.3",".",".","3.3",".","3.3",".",".",".",".",".",".",".","."
"","458
001","","30","3.635","60.0","10.0","13.3",".",".",".","3.3","3.3",".",".",".",".","3.3",".","6.7","."
