"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","27","3.204","33.3","22.2","3.7","33.3","7.4",".",".",".",".",".",".",".",".",".",".","."
"","100
002","29","3.155","34.5","10.3","20.7","20.7","13.8",".",".",".",".",".",".",".",".",".",".","."
"","100
003","29","3.121","31.0","10.3","24.1","20.7","13.8",".",".",".",".",".",".",".",".",".",".","."
"","100
004","30","3.367","46.7","13.3","13.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
005","30","3.367","46.7","3.3","30.0","16.7","3.3",".",".",".",".",".",".",".",".",".",".","."
"","100
006","28","3.000","32.1","7.1","14.3","21.4","25.0",".",".",".",".",".",".",".",".",".",".","."
"","100
007","28","3.232","39.3","14.3","10.7","25.0","10.7",".",".",".",".",".",".",".",".",".",".","."
"","100
008","27","3.111","25.9","11.1","25.9","33.3","3.7",".",".",".",".",".",".",".",".",".",".","."
"","100
009","30","3.117","26.7","6.7","36.7","23.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
010","29","3.276","24.1","27.6","31.0","13.8","3.4",".",".",".",".",".",".",".",".",".",".","."
"","100
011","30","3.183","26.7","20.0","23.3","23.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
012","28","2.929","28.6","7.1","3.6","42.9","17.9",".",".",".",".",".",".",".",".",".",".","."
"","100
013","30","2.867","16.7","10.0","23.3","30.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","100
014","28","2.911","14.3","17.9","25.0","21.4","21.4",".",".",".",".",".",".",".",".",".",".","."
"","100
015","29","3.207","37.9","6.9","24.1","20.7","10.3",".",".",".",".",".",".",".",".",".",".","."
"","100
016","28","3.196","14.3","32.1","39.3","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","100
017","29","2.897","10.3","13.8","27.6","41.4","6.9",".",".",".",".",".",".",".",".",".",".","."
"","100
018","30","2.850","10.0","16.7","23.3","33.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"","100
019","30","2.967","10.0","16.7","40.0","23.3","10.0",".",".",".",".",".",".",".",".",".",".","."
"","100
020","28","2.946","10.7","14.3","39.3","25.0","10.7",".",".",".",".",".",".",".",".",".",".","."
"","100
025","106","2.906","21.7","1.9","43.4","5.7","25.5","1.9",".",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","683","3.066","25.3","12.2","27.1","21.8","13.3","0.3",".",".",".",".",".",".",".",".",".","."
"","211
001","33","2.848","6.1","18.2","45.5","12.1","15.2",".","3.0",".",".",".",".",".",".",".",".","."
"","211
002","17","2.853","5.9","35.3","29.4","5.9","11.8","11.8",".",".",".",".",".",".",".",".",".","."
"","211
003","33","2.955","18.2","12.1","30.3","27.3","9.1","3.0",".",".",".",".",".",".",".",".",".","."
"","211
004","33","3.167","21.2","24.2","33.3","15.2","3.0","3.0",".",".",".",".",".",".",".",".",".","."
"","211
005","31","2.919","9.7","9.7","54.8","12.9","9.7","3.2",".",".",".",".",".",".",".",".",".","."
"","211
006","27","3.000","22.2","7.4","44.4","14.8","7.4",".","3.7",".",".",".",".",".",".",".",".","."
"","211
007","28","3.268","32.1","17.9","32.1","7.1","10.7",".",".",".",".",".",".",".",".",".",".","."
"","211
008","94","2.984","22.3","11.7","42.6","2.1","14.9","5.3","1.1",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","296","3.000","18.6","15.2","40.2","10.5","11.1","3.4","1.0",".",".",".",".",".",".",".",".","."
"","300
001","184","3.251","27.2","30.4","22.3","15.2","1.1","1.1","2.2","0.5",".",".",".",".",".",".",".","."
"","300
002","43","3.442","34.9","34.9","14.0","16.3",".",".",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","227","3.288","28.6","31.3","20.7","15.4","0.9","0.9","1.8","0.4",".",".",".",".",".",".",".","."
"","301
001","29","3.379","44.8","20.7","13.8","6.9","13.8",".",".",".",".",".",".",".",".",".",".","."
"","301
002","41","3.244","14.6","29.3","46.3","9.8",".",".",".",".",".",".",".",".",".",".",".","."
"","301
003","36","3.250","25.0","30.6","27.8","8.3","5.6","2.8",".",".",".",".",".",".",".",".",".","."
"","301
004","45","3.211","24.4","17.8","37.8","15.6","4.4",".",".",".",".",".",".",".",".",".",".","."
"","301
005","37","3.176","18.9","24.3","37.8","10.8","8.1",".",".",".",".",".",".",".",".",".",".","."
"","301
007","53","3.179","32.1","7.5","43.4","5.7","7.5","3.8",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","241","3.230","26.1","20.7","36.1","9.5","6.2","1.2",".",".",".",".",".",".",".",".",".","."
"","302
001","37","3.311","32.4","13.5","37.8","16.2",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","32","3.125","15.6","21.9","43.8","15.6",".","3.1",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","69","3.225","24.6","17.4","40.6","15.9",".","1.4",".",".",".",".",".",".",".",".",".","."
