"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","461","2.982","22.8","14.5","22.3","14.3","12.1","4.6","0.4","8.7","",".",".","",".","",".","",".",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","52","2.738","13.5","13.5","26.9","19.2","13.5","11.5",".",".","",".",".","",".","",".","",".",".",".","1.9"
"Sophomore","","189","2.951","22.2","15.9","27.0","16.9","13.8","3.2","1.1",".","",".",".","",".","",".","",".",".",".","."
"Junior","","83","3.050","22.9","18.1","22.9","19.3","13.3","3.6",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","79","3.029","30.4","12.7","16.5","10.1","15.2","7.6",".","7.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","403","2.954","22.8","15.4","24.1","16.4","13.9","5.2","0.5","1.5","",".",".","",".","",".","",".",".",".","0.2"
"Special","","4","4.000","25.0",".",".",".",".",".",".","75.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","54","3.570","22.2","9.3","11.1",".",".",".",".","57.4","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","461","2.982","22.8","14.5","22.3","14.3","12.1","4.6","0.4","8.7","",".",".","",".","",".","",".",".",".","0.2"
