"L&S","","","","","","","","","","","","","","","","","","","",""
"","AFRICAN LANGUAGES & LITERA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Intro-African Lang and Lit","201","001","90","3.062","23.3","18.9","30.0","15.6","5.6","3.3","2.2",".",".",".",".",".",".","1.1",".","."
"The African Storyteller","210","001","315","2.596","15.9","11.4","14.9","19.7","20.6","6.0","5.7","4.4","0.6",".",".",".",".","0.6",".","."
"The African Autobiography","211","001","22","2.477","13.6","13.6","9.1","18.2","36.4",".","9.1",".",".",".",".",".",".",".",".","."
"Africa: Introductory Survey","277","001","29","3.268","27.6","24.1","24.1","13.8","6.9",".",".","3.4",".",".",".",".",".",".",".","."
"Hausa Verbal Arts in Translatn","306","001","35","3.243","42.9","17.1","25.7","2.9","2.9","2.9","5.7",".",".",".",".",".",".",".",".","."
"","322","001","22","3.510","45.5","40.9",".","4.5",".",".","4.5","4.5",".",".",".",".",".",".",".","."
"","322","003","17","3.071","29.4","11.8","35.3","5.9","5.9",".","5.9","5.9",".",".",".",".",".",".",".","."
"Second Semester Arabic","","Course Total","39","3.318","38.5","28.2","15.4","5.1","2.6",".","5.1","5.1",".",".",".",".",".",".",".","."
"Fourth Semester Arabic","324","001","8","3.125","25.0","50.0",".",".","12.5","12.5",".",".",".",".",".",".",".",".",".","."
"Second Semester Swahili","332","001","11","3.721","72.7","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Swahili","334","001","8","3.563","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Xhosa","352","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester Hausa","364","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester Yoruba","374","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory-African Literature","402","001","6","3.500","33.3",".","33.3",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"African Poetry","411","001","19","3.185","26.3","10.5","42.1","10.5","10.5",".",".",".",".",".",".",".",".",".",".","."
"Contemp African Fiction","412","001","19","3.188","36.8","21.1","21.1",".","5.3","5.3","5.3","5.3",".",".",".",".",".",".",".","."
"Adv Studies-Swahili Lang-Rd","436","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Written Lit of South Africa","441","001","21","3.355","28.6","23.8","33.3","4.8","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"Readings-Adv Arabic Texts","446","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Oral Tradition&Written Word","471","001","10","3.606","50.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teach Africn Lang:Thry&Prac","575","001","7","3.700","28.6","42.9",".",".",".",".",".","14.3",".",".",".",".","14.3",".",".","."
"Special Topics","669","002","9","3.786","44.4","33.3",".",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"","699","009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","10","3.921","70.0","10.0",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"Smr-Mod Afr Lit","901","001","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","","Course Total","10","",".",".",".",".",".",".",".","80.0",".",".",".","20.0",".",".",".","."
"Indep Reading & Research","999","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
