"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","198","2.929","18.7","13.1","33.3","12.1","19.7","2.5","0.5",".",".",".",".",".",".",".",".","."
"","002
103","219","2.862","18.3","12.3","32.0","8.7","23.3","3.2","1.4",".",".",".",".",".",".","0.9",".","."
"General Chemistry","Course Total","417","2.894","18.5","12.7","32.6","10.3","21.6","2.9","1.0",".",".",".",".",".",".","0.5",".","."
"","104
001","159","2.446","10.1","3.8","27.7","6.3","39.6","10.1","1.3",".",".",".",".",".",".",".","1.3","."
"","002
104","334","3.082","18.9","29.0","18.9","22.2","9.0","1.2","0.9",".",".",".",".",".",".",".",".","."
"","104
003","253","3.300","30.8","29.6","20.9","11.1","4.7","1.6","0.8","0.4",".",".",".",".",".",".",".","."
"","104
004","334","2.925","21.6","10.2","33.5","6.0","25.7","2.7",".",".",".",".",".",".",".","0.3",".","."
"General Chemistry","Course Total","1080","2.992","21.2","19.6","25.2","12.2","17.7","3.1","0.6","0.1",".",".",".",".",".","0.1","0.2","."
"General Chemistry","108
001","136","2.863","22.1","11.0","31.6","7.4","19.1","5.9","2.2",".",".",".",".",".","0.7",".",".","."
"Chemical Principles II","116
001","39","3.551","46.2","17.9","35.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Environmental Chem & Ethnicity","201
001","22","3.682","63.6","13.6","18.2","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","299
012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
028","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
052","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","054
299","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","Course Total","19","3.929","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","001
311","52","3.067","17.3","21.2","36.5","15.4","7.7",".","1.9",".",".",".",".",".",".",".",".","."
"","327
001","50","3.360","44.0","10.0","32.0","2.0","12.0",".",".",".",".",".",".",".",".",".",".","."
"","002
327","55","3.082","38.2","12.7","23.6","10.9","3.6","5.5","5.5",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","105","3.214","41.0","11.4","27.6","6.7","7.6","2.9","2.9",".",".",".",".",".",".",".",".","."
"","329
001","65","3.269","30.8","20.0","29.2","12.3","7.7",".",".",".",".",".",".",".",".",".",".","."
"","329
002","75","3.367","46.7","13.3","22.7","6.7","9.3",".","1.3",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","140","3.321","39.3","16.4","25.7","9.3","8.6",".","0.7",".",".",".",".",".",".",".",".","."
"","343
001","221","2.648","14.5","13.1","23.5","11.8","25.8","8.1","2.7",".",".",".",".",".","0.5",".",".","."
"","343
002","244","2.535","20.5","4.5","27.5","9.8","18.0","10.7","8.2","0.8",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","465","2.589","17.6","8.6","25.6","10.8","21.7","9.5","5.6","0.4",".",".",".",".","0.2",".",".","."
"","344
001","16","3.281","18.8","37.5","31.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
002","17","3.294","17.6","35.3","41.2",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
003","18","3.306","27.8","27.8","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","004
344","18","3.361","33.3","27.8","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
005","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
344","18","3.250","22.2","27.8","27.8","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","344
007","18","3.333","44.4","11.1","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","008
344","17","3.441","35.3","29.4","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
009","18","3.250","16.7","38.9","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","344
010","17","3.324","17.6","47.1","17.6","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
011","17","3.265","29.4","23.5","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
012","17","3.353","29.4","23.5","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","013
344","16","3.344","31.3","18.8","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","16","3.313","25.0","37.5","18.8","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
