"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2877","3.343","41.0","17.1","19.8","9.9","9.0","0.8","0.2","1.6","0.0",".",".","0.5","0.0",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.333","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","7","3.882","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","6","3.400","83.3",".",".",".",".","16.7",".",".",".",".",".",".",".",".",".","."
"Senior","","88","3.201","40.9","15.9","18.2","11.4","10.2","3.4",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","103","3.263","46.6","13.6","17.5","9.7","8.7","3.9",".",".",".",".",".",".",".",".",".","."
"Special","","9","3.227","22.2","22.2","33.3","11.1",".",".",".",".",".",".",".",".","11.1",".",".","."
"Graduate","","188","3.757","52.7","6.9","5.9","1.6","0.5",".",".","25.0","0.5",".",".","6.9",".",".",".","."
"Prof Yr 1","","684","3.079","31.7","19.0","24.0","13.2","10.8","1.0","0.3",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","848","3.120","32.7","21.3","21.3","11.4","11.9","0.8","0.5",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","845","3.268","42.5","15.9","22.5","9.8","8.9","0.5",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","200","3.927","89.0","8.5","1.5","1.0",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2577","3.334","40.0","17.9","20.9","10.6","9.7","0.7","0.2",".",".",".",".",".",".",".",".","."
"","College Total","2877","3.343","41.0","17.1","19.8","9.9","9.0","0.8","0.2","1.6","0.0",".",".","0.5","0.0",".",".","."
