"","990
041","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","19","",".",".",".",".",".",".",".","89.5",".",".",".","5.3",".",".","5.3","."
"AN SCI
604","Dept. Total","445","3.297","44.0","20.9","12.8","4.9","6.7","2.9","1.1","5.2",".",".",".","0.2","0.4",".","0.4","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","54","2.986","27.8","25.9","16.7","5.6","14.8","7.4",".",".",".",".",".",".","1.9",".",".","."
"Sophomore","","105","3.212","40.0","22.9","15.2","6.7","7.6","2.9","2.9",".",".",".",".",".","1.0",".",".","1.0"
"Junior","","88","3.391","46.6","22.7","18.2","5.7","4.5",".","2.3",".",".",".",".",".",".",".",".","."
"Senior","","109","3.267","48.6","18.3","10.1","6.4","9.2","5.5",".","1.8",".",".",".",".",".",".",".","."
"Undergraduates","","356","3.239","42.4","21.9","14.6","6.2","8.4","3.7","1.4","0.6",".",".",".",".","0.6",".",".","0.3"
"Special","","6","3.950","50.0","16.7",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Graduate","","88","3.808","51.1","15.9","8.0",".",".",".",".","22.7",".",".",".","1.1",".",".","1.1","."
"Prof Yr 1","","3","4.000","33.3",".",".",".",".",".",".","33.3",".",".",".",".",".",".","33.3","."
"Prof Yr 3","","1","#Num!","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","4","4.000","50.0",".",".",".",".",".",".","25.0",".",".",".",".",".",".","25.0","."
"","Dept. Total","454","3.297","44.3","20.5","13.0","4.8","6.6","2.9","1.1","5.5",".",".",".","0.2","0.4",".","0.4","0.2"
