"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"CAVE","","","","","","","","","","","","","","","","","","","","","",""
"CAVE","College Total","115","3.901","62.6","14.8","1.7",".","",".","",".","",".","6.1","0.9",".",".","10.4","2.6","0.9",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"CAVE","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Senior","","2","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","2","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Special","","15","3.923","73.3","13.3",".",".","",".","",".","",".",".",".",".",".",".","13.3",".",".","."
"Graduate","","98","3.893","60.2","15.3","2.0",".","",".","",".","",".","7.1","1.0",".",".","12.2","1.0","1.0",".","."
"","College Total","115","3.901","62.6","14.8","1.7",".","",".","",".","",".","6.1","0.9",".",".","10.4","2.6","0.9",".","."
