"","799
033","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","799
214","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Rdg & Rsch-Business Rsch","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"Panel Data Analysis","806
001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"GEN BUS
231","Dept. Total","1759","3.304","34.7","24.4","20.0","7.3","9.0","1.0","0.3","2.2","0.1","0.9","",".","",".","0.1","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","73","2.906","11.0","26.0","17.8","24.7","11.0","2.7","1.4",".",".","5.5","",".","",".",".",".",".","."
"Sophomore","","212","3.040","20.8","24.1","20.3","17.5","11.3","4.2",".",".",".","1.9","",".","",".",".",".",".","."
"Junior","","475","3.379","38.9","23.2","24.6","3.6","7.8","0.6","0.6",".",".","0.6","",".","",".",".",".",".","."
"Senior","","637","3.237","29.0","25.0","22.9","7.2","13.3","0.3","0.2","0.9",".","0.8","",".","",".",".","0.2","0.2","."
"Undergraduates","","1397","3.239","30.2","24.3","22.8","8.4","11.0","1.1","0.4","0.4",".","1.1","",".","",".",".","0.1","0.1","."
"Special","","10","3.050","40.0","20.0","10.0","10.0","10.0",".","10.0",".",".",".","",".","",".",".",".",".","."
"Graduate","","346","3.684","52.6","25.4","9.0","2.3","0.6","0.3",".","9.2","0.3",".","",".","",".","0.3",".",".","."
"Prof Yr 2","","2","3.800","50.0","50.0",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","4","2.688","25.0",".",".","25.0","25.0",".",".","25.0",".",".","",".","",".",".",".",".","."
"Professionals","","6","3.115","33.3","16.7",".","16.7","16.7",".",".","16.7",".",".","",".","",".",".",".",".","."
"","Dept. Total","1759","3.304","34.7","24.4","20.0","7.3","9.0","1.0","0.3","2.2","0.1","0.9","",".","",".","0.1","0.1","0.1","."
