"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"100","001","","15","3.433","33.3","33.3","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","002","","12","3.292","16.7","50.0","16.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","003","","10","3.050","20.0","10.0","50.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"100","004","","17","3.706","58.8","23.5","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","005","","14","3.500","42.9","28.6","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"100","006","","17","3.118","17.6","41.2","11.8","17.6","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"100","007","","17","3.206","41.2","11.8","29.4","5.9","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"100","008","","17","3.588","41.2","41.2","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"100","009","","16","3.250","31.3","37.5",".","12.5","18.8",".",".",".",".",".",".",".",".",".",".","."
"100","012","","17","3.471","29.4","41.2","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"100","013","","17","3.500","35.3","35.3","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"100","014","","17","3.176","41.2","11.8","23.5","11.8","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"100","015","","16","3.594","75.0","6.3","12.5",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"100","016","","19","3.816","63.2","36.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","017","","17","3.588","41.2","35.3","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","018","","17","3.265","17.6","23.5","52.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"100","019","","18","3.083","38.9","16.7","11.1","11.1","11.1","11.1",".",".",".",".",".",".",".",".",".","."
"100","020","","16","3.000","12.5","31.3","25.0","18.8","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"100","021","","16","3.313","6.3","56.3","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","022","","19","3.158","26.3","21.1","42.1",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"100","023","","16","3.313","18.8","37.5","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"100","024","","17","3.265","29.4","23.5","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"100","025","","18","3.306","22.2","33.3","33.3","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"100","026","","18","3.306","11.1","38.9","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","027","","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","028","","17","3.471","35.3","23.5","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","030","","17","3.294","23.5","41.2","23.5","5.9",".","5.9",".",".",".",".",".",".",".",".",".","."
"100","031","","17","3.618","47.1","29.4","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","032","","16","3.344","12.5","50.0","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","033","","16","3.250","18.8","50.0","12.5",".","18.8",".",".",".",".",".",".",".",".",".",".","."
"100","034","","17","3.529","17.6","70.6","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","035","","17","3.265","23.5","23.5","35.3","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"100","036","","19","3.447","47.4","36.8","5.3",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"100","037","","17","3.529","35.3","41.2","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"100","038","","16","3.344","37.5","18.8","18.8","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"100","040","","18","3.639","44.4","38.9","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","041","","15","3.267","20.0","33.3","33.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","043","","18","3.529","38.9","22.2","33.3",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"100","044","","18","3.528","44.4","22.2","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"100","045","","17","3.265","29.4","41.2","11.8",".","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"100","046","","16","3.563","31.3","56.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","047","","18","3.444","38.9","33.3","22.2",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"100","048","","18","3.389","27.8","44.4","22.2",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"100","049","","17","3.618","47.1","29.4","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","050","","17","3.029","23.5","11.8","35.3","5.9","23.5",".",".",".",".",".",".",".",".",".",".","."
"","Course Total","","752","3.396","33.8","32.4","22.9","5.5","3.6","1.1","0.7",".",".",".",".",".",".","0.1",".","."
