"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","204
001","16","3.367","37.5","12.5","31.3","6.3","6.3",".",".",".",".",".",".",".",".","6.3",".","."
"","204
002","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
003","18","2.139","5.6","5.6","33.3","11.1","16.7","11.1","16.7",".",".",".",".",".",".",".",".","."
"","204
004","24","3.354","37.5","20.8","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","005
204","21","2.690","14.3","9.5","23.8","14.3","33.3","4.8",".",".",".",".",".",".",".",".",".","."
"","006
204","23","2.804","4.3","21.7","39.1","8.7","21.7","4.3",".",".",".",".",".",".",".",".",".","."
"","007
204","23","2.913","13.0","17.4","39.1","8.7","17.4","4.3",".",".",".",".",".",".",".",".",".","."
"","008
204","21","3.119","14.3","33.3","38.1",".","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"","010
204","23","2.864","4.3","21.7","43.5","4.3","17.4","4.3",".","4.3",".",".",".",".",".",".",".","."
"","204
011","24","3.208","37.5","12.5","20.8","12.5","16.7",".",".",".",".",".",".",".",".",".",".","."
"","204
012","22","2.727","9.1","9.1","45.5","9.1","18.2","9.1",".",".",".",".",".",".",".",".",".","."
"","204
013","21","2.714","4.8","19.0","38.1","9.5","19.0","9.5",".",".",".",".",".",".",".",".",".","."
"","204
015","21","2.929","9.5","33.3","23.8","9.5","19.0","4.8",".",".",".",".",".",".",".",".",".","."
"","204
016","15","3.033","6.7","26.7","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
017","16","3.433","25.0","31.3","37.5",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"","018
204","18","3.556","38.9","44.4","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","204
019","23","3.283","26.1","21.7","43.5",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","337","3.015","18.7","21.1","32.9","8.0","13.9","3.6","0.9","0.6",".",".",".",".",".","0.3",".","."
"Intro to Hispanic Cultures","223
001","177","3.399","43.5","15.3","27.7","4.0","4.5","2.8",".","1.7",".",".",".",".",".","0.6",".","."
"","224
001","27","3.537","51.9","29.6","3.7","3.7","11.1",".",".",".",".",".",".",".",".",".",".","."
"","002
224","22","3.227","27.3","13.6","45.5","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","224
003","23","3.304","30.4","17.4","39.1","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","224
004","27","3.741","66.7","22.2","7.4",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"","224
005","28","3.464","25.0","42.9","32.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
006","23","3.318","26.1","30.4","26.1","4.3","8.7",".",".","4.3",".",".",".",".",".",".",".","."
"","007
224","23","3.870","73.9","26.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","173","3.503","43.4","26.6","21.4","2.9","5.2",".",".","0.6",".",".",".",".",".",".",".","."
"","226
001","19","3.579","47.4","31.6","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","226
002","18","3.125","16.7","27.8","22.2","5.6","16.7",".",".","11.1",".",".",".",".",".",".",".","."
"","226
003","20","3.289","20.0","20.0","50.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"","226
004","20","3.316","30.0","20.0","30.0","10.0","5.0",".",".","5.0",".",".",".",".",".",".",".","."
"","226
005","19","3.289","21.1","36.8","21.1","21.1",".",".",".",".",".",".",".",".",".",".",".","."
"","226
006","19","3.105","10.5","5.3","78.9","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
007","19","3.382","21.1","31.6","31.6","5.3",".",".",".","10.5",".",".",".",".",".",".",".","."
"","226
008","20","3.325","30.0","20.0","35.0","15.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
009","20","3.575","70.0","15.0","5.0",".","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","226
010","19","2.974","36.8","15.8","15.8","10.5","10.5",".","10.5",".",".",".",".",".",".",".",".","."
"","226
011","20","3.550","50.0","15.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
012","19","3.421","31.6","21.1","47.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","013
226","16","3.188","31.3","18.8","37.5","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"","226
014","13","3.577","61.5","7.7","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","226
015","17","3.618","58.8","23.5","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","016
226","19","3.395","26.3","26.3","47.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
017","18","3.500","50.0","5.6","33.3",".","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","315","3.364","35.6","20.3","31.1","6.3","3.2",".","1.3","2.2",".",".",".",".",".",".",".","."
