"","990
018","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
020","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
024","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","8","",".",".",".",".",".",".",".","62.5",".",".",".","37.5","",".",".",".","."
"N E
684","Dept. Total","221","3.339","27.6","12.7","13.6","2.3","4.5","1.4","0.9","8.6",".","20.4","0.9","7.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".","",".",".",".","."
"Sophomore","","22","",".",".",".",".",".",".",".",".",".","95.5","4.5",".","",".",".",".","."
"Junior","","12","2.833","16.7","8.3",".","8.3","8.3","8.3",".",".",".","50.0",".",".","",".",".",".","."
"Senior","","75","3.286","45.3","17.3","14.7","4.0","10.7","1.3","2.7",".",".","4.0",".",".","",".",".",".","."
"Undergraduates","","124","3.249","29.0","11.3","8.9","3.2","7.3","1.6","1.6",".",".","35.5","1.6",".","",".",".",".","."
"Special","","5","3.375","20.0","20.0","40.0",".",".",".",".",".",".","20.0",".",".","",".",".",".","."
"Graduate","","96","3.457","26.0","13.5","17.7","1.0","1.0","1.0",".","22.9",".",".",".","16.7","",".",".",".","."
"","Dept. Total","225","3.339","27.6","12.4","13.3","2.2","4.4","1.3","0.9","9.8",".","20.0","0.9","7.1","",".",".",".","."
