"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","131
003","26","3.308","46.2","11.5","19.2","3.8","19.2",".",".",".",".",".",".",".",".",".",".","."
"","131
004","29","3.500","51.7","13.8","24.1","3.4","6.9",".",".",".",".",".",".",".",".",".",".","."
"Geom Inference & Reasoning","Course Total","104","3.279","42.3","15.4","23.1","3.8","11.5","2.9","1.0",".",".",".",".",".",".",".",".","."
"","001
132","33","3.061","21.2","15.2","30.3","27.3","3.0","3.0",".",".",".",".",".",".",".",".",".","."
"","002
132","27","3.648","51.9","29.6","14.8","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","132
003","33","3.515","54.5","15.2","24.2","3.0",".",".","3.0",".",".",".",".",".",".",".",".","."
"Mathematical Models","Course Total","93","3.392","41.9","19.4","23.7","11.8","1.1","1.1","1.1",".",".",".",".",".",".",".",".","."
"","141
001","38","3.092","31.6","21.1","15.8","7.9","18.4","5.3",".",".",".",".",".",".",".",".",".","."
"","141
002","39","3.064","25.6","23.1","20.5","15.4","10.3","2.6","2.6",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","Course Total","77","3.078","28.6","22.1","18.2","11.7","14.3","3.9","1.3",".",".",".",".",".",".",".",".","."
"","210
001","52","3.096","48.1","11.5","15.4","3.8","5.8","9.6","5.8",".",".",".",".",".",".",".",".","."
"","002
210","78","3.006","35.9","1.3","35.9","5.1","14.1","3.8","3.8",".",".",".",".",".",".",".",".","."
"","003
210","80","2.919","26.3","13.8","27.5","12.5","8.8","7.5","3.8",".",".",".",".",".",".",".",".","."
"","210
004","86","2.924","25.6","14.0","22.1","8.1","25.6","3.5","1.2",".",".",".",".",".",".",".",".","."
"","005
210","112","2.397","14.3","6.3","24.1","1.8","34.8","14.3","4.5",".",".",".",".",".",".",".",".","."
"","210
006","66","2.932","34.8","4.5","34.8","3.0","12.1","1.5","9.1",".",".",".",".",".",".",".",".","."
"Topics-Finite Mathematics","Course Total","474","2.832","28.5","8.4","26.8","5.7","19.0","7.2","4.4",".",".",".",".",".",".",".",".","."
"","001
211","111","2.973","29.7","13.5","23.4","9.9","14.4","7.2","1.8",".",".",".",".",".",".",".",".","."
"","211
002","153","2.822","32.0","11.1","22.9","2.0","15.7","8.5","7.2","0.7",".",".",".",".",".",".",".","."
"Calculus","Course Total","264","2.886","31.1","12.1","23.1","5.3","15.2","8.0","4.9","0.4",".",".",".",".",".",".",".","."
"Calc/Intro-Differntl Equats","213
001","97","3.057","12.4","24.7","35.1","17.5","8.2","1.0",".","1.0",".",".",".",".",".",".",".","."
"","217
001","143","2.951","40.6","8.4","18.2","2.8","15.4","11.2","3.5",".",".",".",".",".",".",".",".","."
"","002
217","76","2.441","13.2","18.4","14.5","14.5","14.5","18.4","6.6",".",".",".",".",".",".",".",".","."
"Calc with Algebra & Trig II","Course Total","219","2.774","31.1","11.9","16.9","6.8","15.1","13.7","4.6",".",".",".",".",".",".",".",".","."
"","001
221","222","2.372","7.2","9.9","21.6","14.9","30.6","7.2","7.2","0.5",".",".",".",".",".","0.9",".","."
"","002
221","180","2.350","13.3","8.3","15.0","13.9","31.7","9.4","8.3",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","402","2.362","10.0","9.2","18.7","14.4","31.1","8.2","7.7","0.2",".",".",".",".",".","0.5",".","."
"","222
001","27","2.796","18.5","14.8","22.2","18.5","18.5","3.7","3.7",".",".",".",".",".",".",".",".","."
"","002
222","28","2.429","7.1","17.9","25.0","10.7","17.9","14.3","7.1",".",".",".",".",".",".",".",".","."
"","003
222","189","2.460","15.9","5.8","29.1","6.3","23.8","7.4","10.1","1.1",".",".",".",".",".","0.5",".","."
"","004
222","27","2.944","22.2","25.9","14.8","7.4","25.9",".","3.7",".",".",".",".",".",".",".",".","."
