"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11931","3.702","55.8","15.9","8.8","2.1","1.6","0.6","0.5","8.8","0.1","4.3",".","0.6","0.6","0.2","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","689","3.355","43.5","22.1","14.5","6.5","5.7","2.0","1.7","2.5",".",".",".",".","0.1","0.9",".","0.4"
"Sophomore","","1404","3.532","50.7","21.2","14.5","3.8","3.1","1.2","0.4","4.8",".",".",".",".","0.1","0.1",".","0.1"
"Junior","","1997","3.600","51.9","19.2","13.1","2.9","1.9","0.7","0.7","4.7","0.1","4.5",".",".",".","0.2","0.2","0.1"
"Senior","","4857","3.728","55.5","16.8","8.1","1.6","1.3","0.4","0.4","8.1","0.1","7.5",".",".","0.2","0.1",".","0.0"
"Undergraduates","","8947","3.643","53.0","18.4","10.7","2.6","2.0","0.7","0.6","6.4","0.1","5.1",".",".","0.1","0.2","0.0","0.1"
"Special","","490","3.784","58.0","10.4","5.7","0.6","1.0","0.6","0.8","11.6","0.2","5.1",".",".","2.0","1.2","2.7","."
"Graduate","","2423","3.914","66.0","7.6","2.6","0.3","0.1","0.1","0.0","16.3","0.2","1.5",".","3.1","1.9","0.2","0.0","0.0"
"Prof Yr 1","","19","3.600","21.1","10.5","5.3",".",".",".",".","63.2",".",".",".",".",".",".",".","."
"Prof Yr 2","","14","3.633","35.7","7.1","21.4",".",".",".",".","35.7",".",".",".",".",".",".",".","."
"Prof Yr 3","","38","3.825","52.6","21.1","5.3",".",".",".",".","21.1",".",".",".",".",".",".",".","."
"Professionals","","71","3.762","40.8","15.5","8.5",".",".",".",".","35.2",".",".",".",".",".",".",".","."
"","College Total","11931","3.702","55.8","15.9","8.8","2.1","1.6","0.6","0.5","8.8","0.1","4.3",".","0.6","0.6","0.2","0.2","0.1"
