"","990
034","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
037","5","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
038","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","41","",".",".",".",".",".",".",".","97.6",".",".",".","2.4","",".",".",".","."
"HORT
476","Dept. Total","250","3.263","36.4","12.8","19.6","7.2","4.8","1.6","0.8","16.0",".",".",".","0.4","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","2.500",".","20.0","40.0",".","20.0","20.0",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","27","3.154","29.6","18.5","29.6","14.8","3.7",".","3.7",".",".",".",".",".","",".",".",".","."
"Junior","","25","3.095","40.0","4.0","32.0","8.0","12.0","4.0",".",".",".",".",".",".","",".",".",".","."
"Senior","","100","3.271","43.0","16.0","22.0","10.0","6.0","2.0","1.0",".",".",".",".",".","",".",".",".","."
"Undergraduates","","157","3.191","38.9","14.6","25.5","10.2","7.0","2.5","1.3",".",".",".",".",".","",".",".",".","."
"Special","","4","2.500","25.0",".",".","25.0","25.0",".",".",".",".",".",".",".","",".",".","25.0","."
"Graduate","","89","3.577","32.6","10.1","10.1","1.1",".",".",".","44.9",".",".",".","1.1","",".",".",".","."
"","Dept. Total","250","3.263","36.4","12.8","19.6","7.2","4.8","1.6","0.8","16.0",".",".",".","0.4","",".",".","0.4","."
