"L&S","","","","","","","","","","","","","","","","","","","","",""
"SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","","",""
"SOC
900","Dept. Total","2778","3.217","30.9","21.1","21.2","8.8","7.3","1.9","1.1","6.2","",".","0.1","",".","0.7","0.2","0.3","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","152","3.043","23.0","21.1","30.3","8.6","13.2","3.3","0.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","","583","3.170","25.4","23.8","28.8","11.3","7.7","2.1","0.3","0.2","",".",".","",".",".",".","0.2","0.2","."
"Junior","","647","3.212","30.1","24.6","23.5","10.0","7.6","1.7","1.5","0.8","",".","0.2","",".",".",".",".",".","."
"Senior","","922","3.119","28.0","20.9","22.7","10.8","9.3","2.6","1.8","2.8","",".","0.2","",".",".","0.1","0.4","0.2","."
"Undergraduates","","2304","3.154","27.6","22.7","25.0","10.6","8.7","2.3","1.3","1.4","",".","0.1","",".",".","0.0","0.2","0.1","."
"Special","","17","3.208","52.9","11.8","5.9",".","11.8","11.8",".","5.9","",".",".","",".",".",".",".",".","."
"Graduate","","454","3.830","46.5","13.7","2.9","0.2",".",".",".","30.4","",".",".","",".","4.4","0.9","0.9","0.2","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","2778","3.217","30.9","21.1","21.2","8.8","7.3","1.9","1.1","6.2","",".","0.1","",".","0.7","0.2","0.3","0.1","."
