"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"The Musical Experience","101
001","","133","3.465","49.6","15.0","24.1","0.8","5.3","3.0",".","2.3",".",".",".",".",".",".",".","."
"Intro-Mus Cult of the World","103
001","","24","3.912","62.5","4.2","4.2",".",".",".",".","29.2",".",".",".",".",".",".",".","."
"The Symphony","106
001","","79","3.405","38.0","15.2","31.6","2.5","6.3",".",".","6.3",".",".",".",".",".",".",".","."
"Intro to Music Technology","110
001","","10","3.786","50.0","10.0","10.0",".",".",".",".",".",".","30.0",".",".",".",".",".","."
"","111
001","","20","3.472","50.0","5.0","20.0","10.0","5.0",".",".","10.0",".",".",".",".",".",".",".","."
"","111
002","","28","3.704","78.6",".","7.1","7.1",".","3.6",".","3.6",".",".",".",".",".",".",".","."
"Elements of Music","Course Total","","48","3.611","66.7","2.1","12.5","8.3","2.1","2.1",".","6.3",".",".",".",".",".",".",".","."
"Music in Performance","114
001","","495","3.907","81.6","5.7","3.2","1.4","0.2",".",".","7.9",".",".",".",".",".",".",".","."
"","122
001","","26","3.135","15.4","19.2","53.8","7.7",".","3.8",".",".",".",".",".",".",".",".",".","."
"","122
002","","34","3.162","23.5","14.7","44.1","11.8","2.9","2.9",".",".",".",".",".",".",".",".",".","."
"Musica Practica 2","Course Total","","60","3.150","20.0","16.7","48.3","10.0","1.7","3.3",".",".",".",".",".",".",".",".",".","."
"Basic Concepts-Music Theory","001
151","","35","3.514","54.3","20.0","11.4","8.6","2.9","2.9",".",".",".",".",".",".",".",".",".","."
"","172
101","","13","2.923","7.7","46.2","7.7","30.8",".",".","7.7",".",".",".",".",".",".",".",".","."
"","172
102","","13","3.308","23.1","23.1","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","172
103","","12","3.375","41.7","8.3","41.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","172
104","","11","3.227","9.1","36.4","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","105
172","","11","3.091","27.3","9.1","45.5","9.1",".","9.1",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 2","Course Total","","60","3.183","21.7","25.0","36.7","11.7","1.7","1.7","1.7",".",".",".",".",".",".",".",".","."
"The Legendary Performers","206
001","","311","3.761","63.7","23.2","8.7","1.6","0.3",".",".","2.6",".",".",".",".",".",".",".","."
"Survey-Hist Western Music","212
001","","47","3.234","36.2","23.4","17.0","2.1","19.1","2.1",".",".",".",".",".",".",".",".",".","."
"","222
001","","17","3.441","35.3","41.2","17.6",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","222
002","","17","3.412","29.4","35.3","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Practica 4","Course Total","","34","3.426","32.4","38.2","20.6","5.9",".","2.9",".",".",".",".",".",".",".",".",".","."
"Vocal Techniques","241
001","","22","3.523","45.5","27.3","18.2","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","254
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","254
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Conducting","Course Total","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"University Opera","256
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Opera Workshop","257
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-Piano","261
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","264
001","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","264
002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble: Wisconsin Singers","Course Total","","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","265
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-Woodwind","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Black Music Ensemble","266
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","267
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","267
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 256 of 397",""
