"","990
030","3","***","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
031","4","***","","","","","","","","","",".",".",".","",".","",".",".","."
"Research","Course Total","33","",".",".",".",".",".",".",".","100.0",".",".",".","",".","",".",".",".","."
"Advanced Independent Study","999
018","1","***","","","","","","","","","",".",".",".","",".","",".",".","."
"ATM OCN
640","Dept. Total","799","3.273","32.0","19.0","17.9","8.8","5.1","2.0","1.4","8.6",".","4.9",".","",".","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","142","3.244","33.8","21.8","23.9","12.7","2.8","2.1","2.8",".",".",".",".","",".","",".",".",".","."
"Sophomore","","202","3.322","35.6","25.7","18.3","10.9","6.9","2.5",".",".",".",".",".","",".","",".",".",".","."
"Junior","","120","3.032","30.8","13.3","21.7","16.7","10.0","5.0","2.5",".",".",".",".","",".","",".",".",".","."
"Senior","","171","3.321","37.4","21.6","21.1","5.8","5.3","1.2","1.8","2.9",".","2.9",".","",".","",".",".",".","."
"Undergraduates","","635","3.248","34.8","21.4","20.9","11.0","6.1","2.5","1.6","0.8",".","0.8",".","",".","",".",".",".","."
"Special","","6","3.400","16.7","16.7","33.3",".",".",".",".",".",".",".",".","",".","",".",".","33.3","."
"Graduate","","157","3.559","21.0","9.6","5.1",".","1.3",".","0.6","40.8",".","21.7",".","",".","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","Dept. Total","799","3.273","32.0","19.0","17.9","8.8","5.1","2.0","1.4","8.6",".","4.9",".","",".","",".",".","0.3","."
