"TERM : 1034","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2002-2003","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"BIOMOLECULAR CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","","",""
"BMOLCHEM
758","Dept. Total","312","3.356","43.6","10.6","17.3","2.2","4.5","1.3","1.0","17.3","",".",".","",".","2.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","3.273",".","50.0","50.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","39","3.005","46.2","5.1","15.4","10.3","12.8","5.1","5.1",".","",".",".","",".",".","",".",".",".","."
"Senior","","133","3.320","38.3","18.8","31.6","2.3","6.0","1.5","0.8","0.8","",".",".","",".",".","",".",".",".","."
"Undergraduates","","176","3.247","39.2","16.5","28.4","4.0","7.4","2.3","1.7","0.6","",".",".","",".",".","",".",".",".","."
"Special","","5","3.200","40.0",".","40.0",".","20.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","129","3.894","49.6","3.1","1.6",".",".",".",".","40.3","",".",".","",".","5.4","",".",".",".","."
"Prof Yr 3","","2","4.000","50.0",".",".",".",".",".",".","50.0","",".",".","",".",".","",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".","50.0","",".",".","",".",".","",".",".",".","."
"","Dept. Total","312","3.356","43.6","10.6","17.3","2.2","4.5","1.3","1.0","17.3","",".",".","",".","2.2","",".",".",".","."
