"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Latin America-Introduction","260
001","37","3.222","16.2","35.1","29.7","8.1","8.1",".",".","2.7",".",".",".",".",".",".",".","."
"Directed Study","299
046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","311
001","20","3.200","20.0","30.0","25.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","311
002","21","3.550","28.6","47.6","19.0",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"","311
003","23","3.068","13.0","17.4","47.8","4.3","13.0",".",".","4.3",".",".",".",".",".",".",".","."
"","311
004","22","2.929","9.1","13.6","40.9","18.2","13.6",".",".","4.5",".",".",".",".",".",".",".","."
"","005
311","18","3.444","33.3","27.8","33.3","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","311
006","21","3.786","66.7","23.8","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","20","3.675","50.0","35.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
009","16","3.563","37.5","43.8","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","311
010","21","3.405","19.0","47.6","28.6","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","182","3.394","30.2","31.3","26.4","6.6","3.8",".",".","1.6",".",".",".",".",".",".",".","."
"","320
001","24","3.417","45.8","16.7","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","320
002","22","3.295","36.4","27.3","13.6","4.5","18.2",".",".",".",".",".",".",".",".",".",".","."
"","320
003","22","3.205","31.8","9.1","36.4","13.6","9.1",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","68","3.309","38.2","17.6","25.0","5.9","13.2",".",".",".",".",".",".",".",".",".",".","."
"","322
001","25","3.340","44.0","12.0","20.0","16.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"","322
002","21","3.476","52.4","14.3","19.0","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"","322
003","16","3.469","37.5","31.3","18.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","Course Total","62","3.419","45.2","17.7","19.4","11.3","6.5",".",".",".",".",".",".",".",".",".",".","."
"Adv Lang Prac-Expos Writing","323
001","19","3.263","31.6","15.8","26.3","26.3",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","324
001","31","3.258","41.9","16.1","19.4","9.7","9.7",".","3.2",".",".",".",".",".",".",".",".","."
"","325
001","20","3.659","50.0","35.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","325
002","20","3.600","60.0","30.0",".",".","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","40","3.630","55.0","32.5","5.0","2.5","2.5","2.5",".",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","326
001","25","3.500","44.0","32.0","12.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"Intro to Spanish Linguistics","327
001","24","3.313","50.0","4.2","20.8","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"Spanish Amer Civilization","363
001","28","3.268","35.7","10.7","25.0","14.3","10.7",".",".",".",".",".",".",".","3.6",".",".","."
"Literatura del Siglo de Oro","417
001","21","3.662","66.7","23.8","4.8",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"Intro to Romance Languages","429
001","21","3.810","71.4","19.0","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cervantes","435
001","22","3.750","77.3","9.1",".","4.5",".","4.5",".",".",".",".",".",".",".","4.5",".","."
"Lit-Twentieth Century","453
001","21","3.127","14.3","33.3","28.6","9.5","14.3",".",".",".",".",".",".",".",".",".",".","."
"Topics in Spanish Lit","456
000A","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","460
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","001
460","19","3.695","57.9","21.1","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literatura Hispanoamericana","Course Total","20","3.685","55.0","25.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Am Theater & Drama","462
001","18","3.447","55.6","5.6","22.2",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Topics in Spanish Amer Lit","466
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","468
001","27","3.214","29.6","22.2","29.6","11.1","3.7","3.7",".",".",".",".",".",".",".",".",".","."
"","468
002","19","3.473","42.1","21.1","21.1","5.3","5.3",".",".",".",".",".",".",".",".",".",".","5.3"
"Topics in Hispanic Culture","Course Total","46","3.318","34.8","21.7","26.1","8.7","4.3","2.2",".",".",".",".",".",".",".",".",".","2.2"
"Survey of Medieval Lit","504
001","25","3.320","16.0","36.0","44.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Survey-Spanish Lit","506
001","26","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 304 of 397",""
