"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","",""
"The Real Estate Process","306","001","","6","2.833",".","33.3","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"Regional Develop & Planning","312","001","","17","3.214","23.5","17.6","17.6","17.6","5.9",".",".","11.8","5.9",".",".",".",".",".",".","."
"Evolution-American Planning","463","001","","13","3.115","15.4","46.2","15.4","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".","."
"Hist Geog-European Urbanztn","506","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Survey Research","544","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","590","001","","12","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","590","002","","9","3.500","44.4","33.3","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Contemp Topics-Urb & Reg Pl","","Course Total","","21","3.548","38.1","42.9","14.3",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Urban Economics","720","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Regional Planning","731","001","","25","3.580","44.0","28.0","28.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Financial Planning","751","001","","27","3.654","37.0","51.9","7.4",".",".",".",".",".",".",".",".",".","3.7",".",".","."
"Planning Thought & Practice","781","001","","19","3.789","68.4","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Envir & Alt Dispute Resolution","814","001","","18","3.694","50.0","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Func, Spatial Org&Envr Form","841","001","","8","3.688","75.0","12.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Planning Workshop","912","001","","20","3.850","85.0","10.0",".",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Practical Rsch Design&Inquiry","955","001","","6","3.000",".","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Smr:Trends&Iss-Public Plan","969","002","","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Public Affairs","974","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","7","",".",".",".",".",".",".",".","71.4",".",".",".","28.6",".",".",".","."
"","999","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
