"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"201
Survey of Biochemistry","001","","42","3.071","19.0","11.9","50.0","7.1","9.5","2.4",".",".",".",".",".",".",".",".",".","."
"289","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"289","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"289","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"289","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"289","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Independent Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
"299","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","055","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","22","3.821","81.8","4.5","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","3","***","","","","","","","","","","","","","","","",""
"501
Introduction-Biochemistry","001","","251","3.038","25.1","10.8","35.5","5.6","19.1","2.4",".","0.8",".",".",".",".","0.4",".",".","0.4"
"508
General Biochemistry II","001","","138","3.118","41.3","4.3","23.2","4.3","21.7","3.6","1.4",".",".",".",".",".",".",".",".","."
"511","001","","10","3.600","90.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"511","002","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"511","003","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduate Seminar","Course Total","","44","3.898","95.5","2.3",".",".",".",".","2.3",".",".",".",".",".",".",".",".","."
"550
Topics in Medical Biochem","001","","39","3.270","28.2","20.5","33.3","10.3",".",".","2.6","5.1",".",".",".",".",".",".",".","."
"603
Eukaryotic Molecular Biol","001","","31","3.450","29.0","29.0","38.7",".",".",".",".",".",".",".",".",".","3.2",".",".","."
"604
Chemical Biology","001","","30","3.617","43.3","36.7","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"625
Coemzymes&Cofactrs-Enzymlgy","001","","9","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"636
Macromolec Crystallog&Dynamics","001","","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"651
Biochemical Methods","001","","46","3.222","30.4","17.4","30.4","8.7","8.7","2.2",".",".",".",".",".",".",".",".","2.2","."
"682","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 11 of 397"
