"","990
016","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
027","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"Independent Study","999
008","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"DS
359","Dept. Total","894","3.255","27.2","27.7","27.4","8.9","5.5","1.9","0.3","0.7","",".",".","",".","",".","",".","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","90","3.106","14.4","26.7","35.6","16.7","5.6",".","1.1",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","175","3.176","18.9","26.3","35.4","11.4","6.9","1.1",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","213","3.263","25.8","30.0","27.7","6.6","5.2","2.8","0.5","0.9","",".",".","",".","",".","",".",".","0.5","."
"Senior","","384","3.282","30.7","28.9","23.7","8.1","5.5","2.3","0.3",".","",".",".","",".","",".","",".","0.3","0.3","."
"Undergraduates","","862","3.237","25.4","28.4","28.3","9.3","5.7","2.0","0.3","0.2","",".",".","",".","",".","",".","0.1","0.2","."
"Special","","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","28","3.890","71.4","10.7","3.6",".",".",".",".","14.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","894","3.255","27.2","27.7","27.4","8.9","5.5","1.9","0.3","0.7","",".",".","",".","",".","",".","0.1","0.2","."
