"L&S","","","","","","","","","","","","","","","","","","",""
"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","695","2.989","25.9","16.4","18.4","13.1","12.5","3.6","3.9","4.5","0.3",".","",".","0.3","0.7","0.4",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","68","2.586","16.2","11.8","16.2","19.1","20.6","2.9","8.8","1.5",".",".","",".",".","2.9",".",".","."
"Sophomore","186","2.842","20.4","14.5","18.8","18.8","16.7","5.4","3.2","2.2",".",".","",".",".",".",".",".","."
"Junior","201","3.020","23.9","19.4","19.4","15.4","13.4","3.0","2.5","2.0","0.5",".","",".",".",".","0.5",".","."
"Senior","161","2.985","26.7","14.3","24.2","6.8","9.3","4.3","5.6","6.8","0.6",".","",".",".",".","1.2",".","."
"Undergraduates","616","2.911","22.7","15.7","20.1","14.6","14.1","4.1","4.2","3.2","0.3",".","",".",".","0.3","0.5",".","."
"Special","12","3.135","41.7","16.7","8.3","8.3",".",".","8.3","16.7",".",".","",".",".",".",".",".","."
"Graduate","67","3.803","52.2","22.4","4.5",".",".",".",".","13.4",".",".","",".","3.0","4.5",".",".","."
"Dept. Total","695","2.989","25.9","16.4","18.4","13.1","12.5","3.6","3.9","4.5","0.3",".","",".","0.3","0.7","0.4",".","."
