"","990
023","2","***","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
026","3","***","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
031","1","***","","","","","","","","","",".",".",".","",".","",".",".","."
"Individual Research","Course Total","18","",".",".",".",".",".",".",".","100.0",".",".",".","",".","",".",".",".","."
"FRENCH
400","Dept. Total","1019","3.434","39.5","30.6","13.4","6.6","3.7","0.6","0.7","4.3","0.1",".",".","",".","",".",".","0.2","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","136","3.226","21.3","33.1","24.3","15.4","3.7","0.7","0.7",".",".",".",".","",".","",".",".",".","0.7"
"Sophomore","","288","3.424","36.5","36.5","16.7","5.2","3.5","0.7","1.0",".",".",".",".","",".","",".",".",".","."
"Junior","","222","3.465","36.5","36.5","14.9","6.3","2.7",".","0.5","2.7",".",".",".","",".","",".",".",".","."
"Senior","","234","3.412","47.0","24.8","9.0","6.0","6.8","1.3","0.9","3.0","0.4",".",".","",".","",".",".",".","0.9"
"Undergraduates","","880","3.397","36.9","32.8","15.3","7.3","4.2","0.7","0.8","1.5","0.1",".",".","",".","",".",".",".","0.3"
"Special","","17","3.467","47.1","11.8",".","17.6","5.9",".",".","17.6",".",".",".","",".","",".",".",".","."
"Graduate","","121","3.870","56.2","17.4","1.7",".",".",".",".","23.1",".",".",".","",".","",".",".","1.7","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","Dept. Total","1019","3.434","39.5","30.6","13.4","6.6","3.7","0.6","0.7","4.3","0.1",".",".","",".","",".",".","0.2","0.3"
