"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"","267
004","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
005","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-Brass","Course Total","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","268
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","268
002","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble-Percussion","Course Total","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","269
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","269
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","269
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","006
269","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","269
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-String","Course Total","28","3.982","96.4","3.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble-Guitar","270
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","272
101","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","272
102","9","3.333","55.6","22.2",".",".","11.1","11.1",".",".",".",".",".",".",".",".",".","."
"","272
103","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","272
104","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 4","Course Total","34","3.574","50.0","32.4","11.8",".","2.9","2.9",".",".",".",".",".",".",".",".",".","."
"Contemp Chamber Ensemble","273
001","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".",".","9.1",".","."
"Black Music(1920-Pres): Sax","311
001","46","3.767","60.9","28.3","8.7",".",".",".",".","2.2",".",".",".",".",".",".",".","."
"Jazz Improvisation","332
001","9","3.389","33.3","22.2","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","340
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","340
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","340
005","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","340
006","8","3.375","37.5","12.5","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Pedagogy","Course Total","18","3.667","66.7","5.6","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum-String Pedagogy","345
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Repertoire","346
005","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
002","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","361
004","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Non-Western Music Performnc","Course Total","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","40
001","46","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","40
002","48","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wind Ensemble","Course Total","94","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mus Cultr: Afr, Eur, Amers","001
400","14","3.393","42.9","28.6","7.1","7.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"Mus Cultures-China,Korea,Japan","403
001","10","3.400","40.0","10.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","41
001","110","4.000","99.1",".",".",".",".",".",".","0.9",".",".",".",".",".",".",".","."
"","41
002","113","3.991","99.1",".","0.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","41
003","98","3.985","98.0","1.0","1.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bands","Course Total","321","3.992","98.8","0.3","0.6",".",".",".",".","0.3",".",".",".",".",".",".",".","."
"Survey Music-Middle Ages","411
001","13","3.667","61.5","7.7","15.4","7.7",".",".",".","7.7",".",".",".",".",".",".",".","."
