"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1199","3.285","37.4","19.8","15.2","6.9","7.6","2.2","1.3","6.7","0.1","0.8",".","1.3","0.1","0.3","0.4","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","92","3.200","33.7","28.3","13.0","13.0","8.7","1.1","2.2",".",".",".",".",".",".",".",".","."
"Sophomore","","210","3.126","34.3","19.0","18.1","11.0","12.9","2.9","1.4",".",".",".",".",".",".","0.5",".","."
"Junior","","263","3.191","30.0","27.4","18.6","6.8","11.0","3.8","1.1","0.4","0.4",".",".",".",".","0.4",".","."
"Senior","","355","3.330","44.2","18.6","17.5","7.3","7.0","2.5","1.7","0.8",".",".",".",".",".",".","0.3","."
"Undergraduates","","920","3.229","36.8","22.2","17.5","8.6","9.7","2.8","1.5","0.4","0.1",".",".",".",".","0.2","0.1","."
"Special","","27","3.053","18.5","11.1","37.0","7.4",".",".","7.4","7.4",".","3.7",".",".",".",".","7.4","."
"Graduate","","250","3.759","41.6","11.6","4.4","0.8","0.8",".",".","29.6",".","3.2",".","6.0","0.4","0.8","0.8","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","3.833","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","1199","3.285","37.4","19.8","15.2","6.9","7.6","2.2","1.3","6.7","0.1","0.8",".","1.3","0.1","0.3","0.4","."
