"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","7638","3.482","40.1","20.9","18.5","2.8","3.2","0.8","0.3","11.0","0.1","1.4",".","0.4","0.1","0.0","0.2","0.3"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","31","3.188","25.8","25.8","29.0","3.2","12.9","3.2",".",".",".",".",".",".",".",".",".","."
"Sophomore","","377","3.012","30.5","14.9","28.6","4.0","16.2","3.7","1.3",".",".",".",".",".",".",".","0.8","."
"Junior","","635","3.064","35.1","11.7","29.0","5.5","12.9","3.8","1.6",".",".",".",".",".","0.2",".","0.3","."
"Senior","","1485","3.447","47.5","19.8","21.3","4.4","4.3","1.3","0.1","0.9",".","0.1",".",".",".",".","0.1","."
"Undergraduates","","2528","3.278","41.6","17.1","24.4","4.6","8.3","2.3","0.7","0.6",".","0.0",".",".","0.0",".","0.3","."
"Special","","92","3.415","26.1","16.3","13.0","1.1","5.4",".",".","5.4",".",".",".",".","2.2",".","5.4","25.0"
"Graduate","","1257","3.679","37.1","13.2","6.4","0.3","0.2",".",".","39.7","0.3",".",".","2.1","0.6","0.1",".","."
"Prof Yr 1","","1144","3.578","42.6","18.7","22.1","3.3","1.0","0.2","0.1","5.0",".","7.0",".",".",".",".",".","."
"Prof Yr 2","","1431","3.523","33.9","28.2","21.2","3.0","1.0",".","0.1","10.7",".","1.8",".",".",".",".",".","."
"Prof Yr 3","","568","3.543","40.7","36.1","18.0","1.4","0.2",".",".","3.3",".",".",".","0.2",".",".","0.2","."
"Prof Yr 4","","629","3.776","52.6","25.8","6.7","0.3",".",".",".","14.6",".",".",".",".",".",".",".","."
"Professionals","","3772","3.583","40.7","26.1","18.6","2.4","0.7","0.1","0.1","8.5",".","2.8",".","0.0",".",".","0.0","."
"","College Total","7649","3.482","40.2","20.9","18.4","2.8","3.2","0.8","0.3","11.0","0.1","1.4",".","0.4","0.1","0.0","0.2","0.3"
