"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Health Law & Admin Seminar","935
001","22","3.750","63.6","22.7","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems in Family Law-Smr","939
001","16","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
001","11","3.727","63.6","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
002","13","3.889","53.8","15.4",".",".",".",".",".","23.1",".",".",".",".","7.7",".",".","."
"","940
003","17","3.767","58.8","17.6","11.8",".",".",".",".","11.8",".",".",".",".",".",".",".","."
"","940
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
005","19","3.184","15.8","36.8","26.3","10.5","10.5",".",".",".",".",".",".",".",".",".",".","."
"","940
006","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
007","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
008","8","3.833","62.5",".","12.5",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"","940
009","15","3.733","66.7","13.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
010","24","3.521","37.5","29.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
011","22","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","012
940","19","4.000","78.9",".",".",".",".",".",".","15.8",".",".",".",".","5.3",".",".","."
"","940
013","17","3.471","11.8","70.6","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
015","8","3.286","25.0","12.5","37.5","12.5",".",".",".","12.5",".",".",".",".",".",".",".","."
"","940
016","24","3.632","41.7","16.7","20.8",".",".",".",".","20.8",".",".",".",".",".",".",".","."
"","940
017","9","3.813","66.7","11.1","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"","940
018","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
019","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
020","17","3.794","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
021","11","3.500","36.4","9.1","36.4",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"","940
022","14","3.393","35.7","21.4","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","940
023","23","3.684","43.5","47.8","4.3",".",".",".",".",".",".",".",".",".",".",".",".","4.3"
"","940
026","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","306","3.676","50.0","25.5","15.0","1.6","0.7",".",".","6.2",".",".",".",".","0.7",".",".","0.3"
"European Union Law","001
942","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lawyering Skills Course","950
001","42","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Problems-Poverty Law Smr","951
001","20","3.763","65.0","15.0","15.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"Publ Sect Labor Rel Law Sem","955
001","15","3.824","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","988
001","6","3.900","66.7","16.7",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","988
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Select Probs-Envrnmtl Law","Course Total","11","3.820","54.5","36.4",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"","990
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
009","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 323 of 397",""
